# i,j,K[cm^3/s]
23,6,2.28867000e-12
23,7,3.54568912e-12
23,8,5.24831633e-12
23,9,7.33688699e-12
23,10,9.80846409e-12
23,11,1.33002354e-11
23,12,1.69387286e-11
23,13,2.19430844e-11
23,14,2.74924230e-11
23,15,3.37063085e-11
23,16,3.95145195e-11
23,17,4.35083189e-11
23,18,2.84754514e-11
23,19,1.82613960e-11
23,20,1.06469231e-11
23,21,6.40720470e-12
23,22,3.75432279e-12
24,1,2.47159744e-14
24,2,8.61096574e-14
24,3,2.18576552e-13
24,4,5.87294210e-13
24,5,1.04775484e-12
24,6,1.93094011e-12
24,7,2.97486184e-12
24,8,4.54183925e-12
24,9,6.73214693e-12
24,10,9.35863131e-12
24,11,1.28044685e-11
24,12,1.69941718e-11
24,13,2.17722637e-11
24,14,2.77544387e-11
24,15,3.41962574e-11
24,16,3.95953599e-11
24,17,4.45637882e-11
24,18,3.03094185e-11
24,19,2.00994488e-11
24,20,1.20577482e-11
24,21,7.52165954e-12
24,22,4.46481655e-12
24,23,2.81608592e-12
25,1,2.04742164e-14
25,2,5.77778821e-14
25,3,1.34540195e-13
25,4,3.57732498e-13
25,5,7.38529798e-13
25,6,1.44816919e-12
25,7,2.56210550e-12
25,8,4.11708995e-12
25,9,6.30603383e-12
25,10,9.03167134e-12
25,11,1.25592920e-11
25,12,1.65786857e-11
25,13,2.21303799e-11
25,14,2.82795405e-11
25,15,3.49188423e-11
25,16,4.03797189e-11
25,17,4.49096998e-11
25,18,3.11619737e-11
25,19,2.11282306e-11
25,20,1.30849476e-11
25,21,8.19981639e-12
25,22,5.04902341e-12
25,23,3.13318489e-12
25,24,1.70650499e-12
26,1,1.39789823e-14
26,2,3.91477826e-14
26,3,9.20885078e-14
26,4,1.68591795e-13
26,5,4.32190747e-13
26,6,9.15752639e-13
26,7,1.88965393e-12
26,8,3.34964160e-12
26,9,5.38537719e-12
26,10,8.35410316e-12
26,11,1.23509572e-11
26,12,1.71305123e-11
26,13,2.30921085e-11
26,14,2.92364094e-11
26,15,3.53973178e-11
26,16,4.08085114e-11
26,17,4.68273427e-11
26,18,3.32694346e-11
26,19,2.33334501e-11
26,20,1.45846733e-11
26,21,9.16516357e-12
26,22,5.92799043e-12
26,23,3.51549187e-12
26,24,2.00515925e-12
26,25,1.10522401e-12
27,1,4.84254766e-15
27,2,2.71185520e-14
27,3,6.07991785e-14
27,4,9.87768431e-14
27,5,2.12118202e-13
27,6,5.11210882e-13
27,7,1.09589689e-12
27,8,2.22476388e-12
27,9,4.12378398e-12
27,10,6.90539857e-12
27,11,1.09851776e-11
27,12,1.62084674e-11
27,13,2.23171044e-11
27,14,3.01547857e-11
27,15,3.74935001e-11
27,16,4.41022548e-11
27,17,5.12034506e-11
27,18,3.72256423e-11
27,19,2.71986750e-11
27,20,1.68035386e-11
27,21,1.11687496e-11
27,22,7.15517692e-12
27,23,4.48223653e-12
27,24,2.59498332e-12
27,25,1.42006933e-12
27,26,7.75277994e-13
