#Idx,EeV,g,rIn,v,J,ECB,Group
7894,2.666170e-01,5.850000e+02,1.655211e+00,43,97,3.093917e-02,42
7895,2.668641e-01,1.782000e+03,1.774940e+00,26,148,6.462454e-01,42
7896,2.674030e-01,1.494000e+03,1.707705e+00,34,124,3.039130e-01,42
7897,2.692248e-01,1.137000e+03,1.966449e+00,11,189,1.480944e+00,42
7898,2.697043e-01,7.290000e+02,1.700733e+00,35,121,2.656925e-01,42
7899,2.712463e-01,9.090000e+02,1.784908e+00,25,151,6.917670e-01,42
7900,2.714684e-01,1.206000e+03,1.659943e+00,42,100,5.122619e-02,42
7901,2.719297e-01,1.422000e+03,1.694056e+00,36,118,2.289789e-01,42
7902,2.723585e-01,2.118000e+03,1.889828e+00,16,176,1.174530e+00,42
7903,2.729261e-01,2.454000e+03,2.094258e+00,5,204,1.875658e+00,42
7904,2.730090e-01,5.730000e+02,1.651982e+00,44,95,8.478877e-03,42
7905,2.738790e-01,6.930000e+02,1.687671e+00,37,115,1.939485e-01,42
7906,2.744318e-01,6.210000e+02,1.664942e+00,41,103,7.466556e-02,42
7907,2.753397e-01,1.350000e+03,1.681571e+00,38,112,1.607899e-01,42
7908,2.758708e-01,1.278000e+03,1.670211e+00,40,106,1.009175e-01,42
7909,2.760848e-01,6.570000e+02,1.675752e+00,39,109,1.297063e-01,42
7910,2.770422e-01,1.854000e+03,1.795263e+00,24,154,7.375563e-01,42
7911,2.780289e-01,2.022000e+03,1.851283e+00,19,168,1.000332e+00,42
7912,2.786477e-01,2.214000e+03,1.933955e+00,13,184,1.350434e+00,42
7913,2.800341e-01,2.598000e+03,2.315273e+00,0,216,2.227846e+00,42
7914,2.825243e-01,1.182000e+03,1.656465e+00,43,98,2.327237e-02,42
7915,2.843625e-01,9.450000e+02,1.806021e+00,23,157,7.835294e-01,42
7916,2.861319e-01,1.158000e+03,1.653248e+00,44,96,3.321666e-03,42
7917,2.863754e-01,1.257000e+03,2.156013e+00,3,209,2.007343e+00,42
7918,2.892651e-01,6.090000e+02,1.661225e+00,42,101,4.208875e-02,42
7919,2.924959e-01,1.077000e+03,1.904650e+00,15,179,1.221081e+00,42
7920,2.930397e-01,1.029000e+03,1.864344e+00,18,171,1.046955e+00,42
7921,2.933129e-01,1.926000e+03,1.817202e+00,22,160,8.296079e-01,42
7922,2.939879e-01,1.254000e+03,1.666255e+00,41,104,6.419541e-02,42
7923,2.971184e-01,6.450000e+02,1.671557e+00,40,107,8.919056e-02,42
7924,2.971691e-01,7.890000e+02,1.724211e+00,32,131,3.636587e-01,42
7925,2.972468e-01,1.614000e+03,1.732149e+00,31,134,4.044448e-01,42
7926,2.975412e-01,1.542000e+03,1.716589e+00,33,128,3.239345e-01,42
7927,2.979343e-01,8.250000e+02,1.740409e+00,30,137,4.461575e-01,42
7928,2.980352e-01,5.970000e+02,1.657749e+00,43,99,1.614060e-02,42
7929,2.981940e-01,7.530000e+02,1.709274e+00,34,125,2.854172e-01,42
7930,2.985721e-01,1.185000e+03,2.024529e+00,8,197,1.657351e+00,42
7931,2.989480e-01,1.470000e+03,1.702263e+00,35,122,2.482617e-01,42
7932,2.989689e-01,2.310000e+03,1.985489e+00,10,192,1.526597e+00,42
7933,2.989804e-01,1.326000e+03,1.677133e+00,39,110,1.167739e-01,42
7934,2.993828e-01,1.686000e+03,1.748999e+00,29,140,4.886706e-01,42
7935,2.996128e-01,7.170000e+02,1.695548e+00,36,119,2.126343e-01,42
