# i,j,K[cm^3/s]
14,4,2.77251497e-12
14,5,3.99429979e-12
14,6,5.58866274e-12
14,7,7.29974419e-12
14,8,9.64108525e-12
14,9,1.24433141e-11
14,10,1.54564969e-11
14,11,1.90462345e-11
14,12,2.22022455e-11
14,13,2.48447359e-11
15,1,3.80278551e-13
15,2,8.25510201e-13
15,3,1.51388027e-12
15,4,2.32017033e-12
15,5,3.39170341e-12
15,6,4.74034016e-12
15,7,6.32976995e-12
15,8,8.52082264e-12
15,9,1.12507563e-11
15,10,1.44061638e-11
15,11,1.83230863e-11
15,12,2.22230537e-11
15,13,2.65477522e-11
15,14,3.02424517e-11
16,1,2.95869050e-13
16,2,6.91110490e-13
16,3,1.27867953e-12
16,4,1.97701504e-12
16,5,2.89028820e-12
16,6,4.11934014e-12
16,7,5.55364717e-12
16,8,7.53328091e-12
16,9,9.97629917e-12
16,10,1.28721762e-11
16,11,1.64160615e-11
16,12,2.03143812e-11
16,13,2.53605344e-11
16,14,3.11310437e-11
16,15,3.73125439e-11
17,1,2.28996306e-13
17,2,5.29417948e-13
17,3,9.89269930e-13
17,4,1.54670961e-12
17,5,2.33023102e-12
17,6,3.28989349e-12
17,7,4.44902339e-12
17,8,6.11756669e-12
17,9,8.17901514e-12
17,10,1.07097001e-11
17,11,1.39298443e-11
17,12,1.76324108e-11
17,13,2.24096397e-11
17,14,2.83848609e-11
17,15,3.64242850e-11
17,16,4.78899112e-11
18,1,1.95956881e-13
18,2,4.87987928e-13
18,3,8.87821322e-13
18,4,1.42649537e-12
18,5,2.17143245e-12
18,6,3.19447880e-12
18,7,4.38313678e-12
18,8,6.10624782e-12
18,9,8.34783266e-12
18,10,1.08617612e-11
18,11,1.43386582e-11
18,12,1.81218749e-11
18,13,2.30858058e-11
18,14,2.90764057e-11
18,15,3.67368850e-11
18,16,4.69106279e-11
18,17,5.98766798e-11
19,1,1.65165763e-13
19,2,4.23153764e-13
19,3,8.22934302e-13
19,4,1.34658122e-12
19,5,2.07664591e-12
19,6,3.17323659e-12
19,7,4.41573477e-12
19,8,6.20986153e-12
19,9,8.40705293e-12
19,10,1.11826985e-11
19,11,1.45416389e-11
19,12,1.83192293e-11
19,13,2.30414315e-11
19,14,2.88212493e-11
19,15,3.58020597e-11
19,16,4.37525912e-11
19,17,5.15250380e-11
19,18,2.74137850e-11
20,1,1.26960392e-13
20,2,3.43638535e-13
20,3,7.35960464e-13
20,4,1.23334984e-12
20,5,1.90934643e-12
20,6,2.99514821e-12
20,7,4.24749908e-12
20,8,6.05555181e-12
20,9,8.23521147e-12
20,10,1.07794798e-11
20,11,1.41288237e-11
20,12,1.76471236e-11
20,13,2.21321367e-11
20,14,2.74153513e-11
20,15,3.37514559e-11
20,16,4.07157008e-11
20,17,4.62168171e-11
20,18,2.59028411e-11
20,19,1.41256412e-11
21,1,9.59812149e-14
21,2,2.78955490e-13
21,3,5.82714605e-13
21,4,1.08870218e-12
21,5,1.74874584e-12
21,6,2.78385390e-12
21,7,4.00375496e-12
21,8,5.79395642e-12
21,9,7.96615819e-12
21,10,1.05047432e-11
21,11,1.38063115e-11
21,12,1.72773591e-11
21,13,2.14100167e-11
21,14,2.61632140e-11
21,15,3.21858815e-11
21,16,3.83148215e-11
21,17,4.26355163e-11
21,18,2.51350342e-11
21,19,1.49174379e-11
21,20,7.54305145e-12
22,1,6.41446292e-14
22,2,2.01242314e-13
22,3,4.69906769e-13
22,4,8.97504037e-13
22,5,1.51532768e-12
22,6,2.48051571e-12
22,7,3.64604385e-12
22,8,5.28252451e-12
22,9,7.39142691e-12
22,10,9.82972097e-12
22,11,1.29000059e-11
22,12,1.62577159e-11
22,13,2.03898945e-11
22,14,2.52636281e-11
22,15,3.15192793e-11
22,16,3.76220344e-11
22,17,4.21986802e-11
22,18,2.58692697e-11
22,19,1.60781224e-11
22,20,8.74456520e-12
22,21,4.63932636e-12
23,1,4.54172591e-14
23,2,1.41559849e-13
23,3,3.39326450e-13
23,4,7.00268605e-13
23,5,1.27420739e-12
23,6,2.09944925e-12
23,7,3.17310254e-12
23,8,4.75174638e-12
23,9,6.80820558e-12
23,10,9.23146203e-12
23,11,1.24211729e-11
23,12,1.58874826e-11
23,13,2.07108694e-11
23,14,2.57604661e-11
23,15,3.18588398e-11
23,16,3.72346765e-11
23,17,4.14136723e-11
23,18,2.70575524e-11
23,19,1.74994200e-11
23,20,9.68164180e-12
23,21,5.27853807e-12
23,22,2.84587758e-12
24,1,3.09861332e-14
24,2,7.19864536e-14
24,3,2.09608184e-13
24,4,4.90264684e-13
24,5,9.31303951e-13
24,6,1.69509165e-12
24,7,2.67318036e-12
24,8,4.17770691e-12
24,9,6.25048889e-12
24,10,8.83883873e-12
24,11,1.20253806e-11
24,12,1.57434353e-11
24,13,2.04398895e-11
24,14,2.59258898e-11
24,15,3.18734284e-11
24,16,3.74042780e-11
24,17,4.26195350e-11
24,18,2.80628668e-11
24,19,1.85975813e-11
24,20,1.12759106e-11
24,21,6.28178926e-12
24,22,3.42239949e-12
24,23,1.98488793e-12
25,1,3.75949079e-14
25,2,6.09041134e-14
25,3,1.52059603e-13
25,4,2.92099326e-13
25,5,5.95900941e-13
25,6,1.22780221e-12
25,7,2.15676970e-12
25,8,3.72443976e-12
25,9,5.84698194e-12
25,10,8.46868102e-12
25,11,1.17010589e-11
25,12,1.55377098e-11
25,13,2.05327095e-11
25,14,2.66126174e-11
25,15,3.24194979e-11
25,16,3.79312821e-11
25,17,4.29258168e-11
25,18,2.91256458e-11
25,19,2.03146795e-11
25,20,1.26497250e-11
25,21,7.39212332e-12
25,22,4.14657380e-12
25,23,2.27002086e-12
25,24,1.23377179e-12
26,1,1.55037697e-14
26,2,3.29085894e-14
26,3,7.44489207e-14
26,4,1.75679663e-13
26,5,3.24915016e-13
26,6,8.05016472e-13
26,7,1.60357921e-12
26,8,2.89037883e-12
26,9,4.89724232e-12
26,10,7.69882160e-12
26,11,1.15940966e-11
26,12,1.56724967e-11
26,13,2.14188014e-11
26,14,2.70303662e-11
26,15,3.36938497e-11
26,16,3.91473507e-11
26,17,4.43157184e-11
26,18,3.11347817e-11
26,19,2.17124552e-11
26,20,1.39524406e-11
26,21,8.69365118e-12
26,22,4.55338204e-12
26,23,2.59230319e-12
26,24,1.48058516e-12
26,25,8.64454595e-13
27,1,7.27769556e-15
27,2,1.77823818e-14
27,3,5.42933574e-14
27,4,9.41035752e-14
27,5,1.72716407e-13
27,6,4.10444148e-13
27,7,8.86989843e-13
27,8,1.81948745e-12
27,9,3.51241701e-12
27,10,6.14603991e-12
27,11,9.81211535e-12
27,12,1.47786880e-11
27,13,2.12753492e-11
27,14,2.87257923e-11
27,15,3.64791077e-11
27,16,4.19161045e-11
27,17,4.84947487e-11
27,18,3.48522399e-11
27,19,2.49390811e-11
27,20,1.66179288e-11
27,21,1.05525403e-11
27,22,5.99751497e-12
27,23,3.28785845e-12
27,24,1.92523867e-12
27,25,1.09706683e-12
27,26,5.44011134e-13
