# Te [K]  Q(l,s) = PI*sigma^2*Omega*(l,s) [A^2]
# (1,1)  (1,2)  (1,3)  (1,4)  (1,5)
5.00000000e+04 7.62369526e+00 5.63755266e+00 4.59879320e+00 3.99872719e+00 3.60527874e+00 
5.01000000e+04 7.61180110e+00 5.62926010e+00 4.59280491e+00 3.99401476e+00 3.60127197e+00 
5.02000000e+04 7.59995217e+00 5.62100241e+00 4.58684124e+00 3.98932014e+00 3.59727883e+00 
5.03000000e+04 7.58814824e+00 5.61277937e+00 4.58090204e+00 3.98464321e+00 3.59329924e+00 
5.04000000e+04 7.57638905e+00 5.60459077e+00 4.57498714e+00 3.97998386e+00 3.58933310e+00 
5.05000000e+04 7.56467437e+00 5.59643638e+00 4.56909637e+00 3.97534197e+00 3.58538033e+00 
5.06000000e+04 7.55300396e+00 5.58831600e+00 4.56322957e+00 3.97071741e+00 3.58144083e+00 
5.07000000e+04 7.54137759e+00 5.58022941e+00 4.55738659e+00 3.96611007e+00 3.57751453e+00 
5.08000000e+04 7.52979503e+00 5.57217640e+00 4.55156726e+00 3.96151984e+00 3.57360133e+00 
5.09000000e+04 7.51825604e+00 5.56415676e+00 4.54577143e+00 3.95694660e+00 3.56970115e+00 
5.10000000e+04 7.50676038e+00 5.55617028e+00 4.53999894e+00 3.95239025e+00 3.56581390e+00 
5.11000000e+04 7.49530784e+00 5.54821675e+00 4.53424964e+00 3.94785065e+00 3.56193951e+00 
5.12000000e+04 7.48389818e+00 5.54029597e+00 4.52852337e+00 3.94332772e+00 3.55807788e+00 
5.13000000e+04 7.47253118e+00 5.53240773e+00 4.52281998e+00 3.93882132e+00 3.55422894e+00 
5.14000000e+04 7.46120660e+00 5.52455184e+00 4.51713933e+00 3.93433137e+00 3.55039260e+00 
5.15000000e+04 7.44992424e+00 5.51672809e+00 4.51148126e+00 3.92985774e+00 3.54656878e+00 
5.16000000e+04 7.43868386e+00 5.50893629e+00 4.50584562e+00 3.92540033e+00 3.54275740e+00 
5.17000000e+04 7.42748524e+00 5.50117624e+00 4.50023227e+00 3.92095903e+00 3.53895838e+00 
5.18000000e+04 7.41632817e+00 5.49344773e+00 4.49464106e+00 3.91653374e+00 3.53517165e+00 
5.19000000e+04 7.40521242e+00 5.48575059e+00 4.48907185e+00 3.91212435e+00 3.53139712e+00 
5.20000000e+04 7.39413779e+00 5.47808460e+00 4.48352449e+00 3.90773076e+00 3.52763472e+00 
5.21000000e+04 7.38310404e+00 5.47044960e+00 4.47799885e+00 3.90335287e+00 3.52388437e+00 
5.22000000e+04 7.37211098e+00 5.46284537e+00 4.47249477e+00 3.89899057e+00 3.52014599e+00 
5.23000000e+04 7.36115839e+00 5.45527175e+00 4.46701213e+00 3.89464377e+00 3.51641951e+00 
5.24000000e+04 7.35024606e+00 5.44772853e+00 4.46155078e+00 3.89031235e+00 3.51270485e+00 
5.25000000e+04 7.33937377e+00 5.44021554e+00 4.45611059e+00 3.88599623e+00 3.50900194e+00 
5.26000000e+04 7.32854132e+00 5.43273258e+00 4.45069141e+00 3.88169531e+00 3.50531071e+00 
5.27000000e+04 7.31774851e+00 5.42527949e+00 4.44529312e+00 3.87740948e+00 3.50163108e+00 
5.28000000e+04 7.30699512e+00 5.41785607e+00 4.43991559e+00 3.87313865e+00 3.49796298e+00 
5.29000000e+04 7.29628095e+00 5.41046215e+00 4.43455867e+00 3.86888273e+00 3.49430633e+00 
5.30000000e+04 7.28560580e+00 5.40309755e+00 4.42922224e+00 3.86464161e+00 3.49066108e+00 
5.31000000e+04 7.27496947e+00 5.39576209e+00 4.42390616e+00 3.86041521e+00 3.48702714e+00 
5.32000000e+04 7.26437175e+00 5.38845559e+00 4.41861031e+00 3.85620343e+00 3.48340444e+00 
5.33000000e+04 7.25381245e+00 5.38117789e+00 4.41333456e+00 3.85200618e+00 3.47979293e+00 
5.34000000e+04 7.24329137e+00 5.37392880e+00 4.40807878e+00 3.84782337e+00 3.47619252e+00 
5.35000000e+04 7.23280831e+00 5.36670817e+00 4.40284284e+00 3.84365490e+00 3.47260315e+00 
5.36000000e+04 7.22236308e+00 5.35951581e+00 4.39762663e+00 3.83950068e+00 3.46902476e+00 
5.37000000e+04 7.21195548e+00 5.35235156e+00 4.39243001e+00 3.83536063e+00 3.46545727e+00 
5.38000000e+04 7.20158532e+00 5.34521525e+00 4.38725286e+00 3.83123465e+00 3.46190062e+00 
5.39000000e+04 7.19125241e+00 5.33810671e+00 4.38209505e+00 3.82712267e+00 3.45835474e+00 
5.40000000e+04 7.18095655e+00 5.33102578e+00 4.37695648e+00 3.82302458e+00 3.45481957e+00 
5.41000000e+04 7.17069756e+00 5.32397229e+00 4.37183702e+00 3.81894030e+00 3.45129505e+00 
5.42000000e+04 7.16047524e+00 5.31694609e+00 4.36673654e+00 3.81486976e+00 3.44778110e+00 
5.43000000e+04 7.15028942e+00 5.30994701e+00 4.36165493e+00 3.81081285e+00 3.44427767e+00 
5.44000000e+04 7.14013991e+00 5.30297488e+00 4.35659208e+00 3.80676950e+00 3.44078469e+00 
5.45000000e+04 7.13002651e+00 5.29602956e+00 4.35154786e+00 3.80273963e+00 3.43730210e+00 
5.46000000e+04 7.11994905e+00 5.28911088e+00 4.34652216e+00 3.79872315e+00 3.43382984e+00 
5.47000000e+04 7.10990735e+00 5.28221868e+00 4.34151487e+00 3.79471997e+00 3.43036784e+00 
5.48000000e+04 7.09990122e+00 5.27535282e+00 4.33652588e+00 3.79073002e+00 3.42691605e+00 
5.49000000e+04 7.08993048e+00 5.26851313e+00 4.33155506e+00 3.78675321e+00 3.42347441e+00 
5.50000000e+04 7.07999496e+00 5.26169946e+00 4.32660231e+00 3.78278947e+00 3.42004284e+00 
5.51000000e+04 7.07009447e+00 5.25491167e+00 4.32166752e+00 3.77883871e+00 3.41662131e+00 
5.52000000e+04 7.06022884e+00 5.24814959e+00 4.31675057e+00 3.77490086e+00 3.41320973e+00 
5.53000000e+04 7.05039790e+00 5.24141308e+00 4.31185136e+00 3.77097584e+00 3.40980807e+00 
5.54000000e+04 7.04060146e+00 5.23470199e+00 4.30696978e+00 3.76706356e+00 3.40641625e+00 
5.55000000e+04 7.03083936e+00 5.22801618e+00 4.30210573e+00 3.76316396e+00 3.40303422e+00 
5.56000000e+04 7.02111143e+00 5.22135549e+00 4.29725908e+00 3.75927695e+00 3.39966193e+00 
5.57000000e+04 7.01141748e+00 5.21471978e+00 4.29242975e+00 3.75540246e+00 3.39629931e+00 
5.58000000e+04 7.00175736e+00 5.20810890e+00 4.28761763e+00 3.75154041e+00 3.39294632e+00 
5.59000000e+04 6.99213088e+00 5.20152272e+00 4.28282260e+00 3.74769073e+00 3.38960289e+00 
5.60000000e+04 6.98253789e+00 5.19496109e+00 4.27804457e+00 3.74385335e+00 3.38626897e+00 
5.61000000e+04 6.97297822e+00 5.18842387e+00 4.27328344e+00 3.74002818e+00 3.38294450e+00 
5.62000000e+04 6.96345169e+00 5.18191091e+00 4.26853910e+00 3.73621517e+00 3.37962944e+00 
5.63000000e+04 6.95395815e+00 5.17542209e+00 4.26381145e+00 3.73241423e+00 3.37632372e+00 
5.64000000e+04 6.94449744e+00 5.16895725e+00 4.25910039e+00 3.72862529e+00 3.37302729e+00 
5.65000000e+04 6.93506938e+00 5.16251627e+00 4.25440583e+00 3.72484829e+00 3.36974011e+00 
5.66000000e+04 6.92567381e+00 5.15609901e+00 4.24972766e+00 3.72108315e+00 3.36646211e+00 
5.67000000e+04 6.91631058e+00 5.14970532e+00 4.24506579e+00 3.71732980e+00 3.36319324e+00 
5.68000000e+04 6.90697952e+00 5.14333509e+00 4.24042011e+00 3.71358817e+00 3.35993346e+00 
5.69000000e+04 6.89768048e+00 5.13698817e+00 4.23579054e+00 3.70985820e+00 3.35668271e+00 
5.70000000e+04 6.88841329e+00 5.13066443e+00 4.23117698e+00 3.70613981e+00 3.35344094e+00 
5.71000000e+04 6.87917781e+00 5.12436374e+00 4.22657933e+00 3.70243294e+00 3.35020810e+00 
5.72000000e+04 6.86997386e+00 5.11808597e+00 4.22199750e+00 3.69873751e+00 3.34698413e+00 
5.73000000e+04 6.86080131e+00 5.11183099e+00 4.21743140e+00 3.69505347e+00 3.34376900e+00 
5.74000000e+04 6.85165999e+00 5.10559867e+00 4.21288093e+00 3.69138075e+00 3.34056265e+00 
5.75000000e+04 6.84254975e+00 5.09938889e+00 4.20834600e+00 3.68771928e+00 3.33736502e+00 
5.76000000e+04 6.83347043e+00 5.09320151e+00 4.20382652e+00 3.68406899e+00 3.33417608e+00 
5.77000000e+04 6.82442189e+00 5.08703641e+00 4.19932240e+00 3.68042982e+00 3.33099577e+00 
5.78000000e+04 6.81540398e+00 5.08089348e+00 4.19483355e+00 3.67680171e+00 3.32782405e+00 
5.79000000e+04 6.80641654e+00 5.07477257e+00 4.19035989e+00 3.67318459e+00 3.32466087e+00 
5.80000000e+04 6.79745943e+00 5.06867357e+00 4.18590131e+00 3.66957840e+00 3.32150618e+00 
5.81000000e+04 6.78853250e+00 5.06259636e+00 4.18145774e+00 3.66598307e+00 3.31835993e+00 
5.82000000e+04 6.77963560e+00 5.05654081e+00 4.17702908e+00 3.66239855e+00 3.31522208e+00 
5.83000000e+04 6.77076859e+00 5.05050681e+00 4.17261526e+00 3.65882477e+00 3.31209258e+00 
5.84000000e+04 6.76193132e+00 5.04449423e+00 4.16821618e+00 3.65526168e+00 3.30897139e+00 
5.85000000e+04 6.75312364e+00 5.03850296e+00 4.16383176e+00 3.65170920e+00 3.30585846e+00 
5.86000000e+04 6.74434542e+00 5.03253288e+00 4.15946192e+00 3.64816728e+00 3.30275374e+00 
5.87000000e+04 6.73559650e+00 5.02658387e+00 4.15510657e+00 3.64463586e+00 3.29965720e+00 
5.88000000e+04 6.72687676e+00 5.02065581e+00 4.15076563e+00 3.64111489e+00 3.29656878e+00 
5.89000000e+04 6.71818604e+00 5.01474859e+00 4.14643901e+00 3.63760429e+00 3.29348844e+00 
5.90000000e+04 6.70952421e+00 5.00886209e+00 4.14212664e+00 3.63410402e+00 3.29041615e+00 
5.91000000e+04 6.70089112e+00 5.00299620e+00 4.13782843e+00 3.63061401e+00 3.28735185e+00 
5.92000000e+04 6.69228665e+00 4.99715081e+00 4.13354431e+00 3.62713421e+00 3.28429550e+00 
5.93000000e+04 6.68371065e+00 4.99132581e+00 4.12927418e+00 3.62366456e+00 3.28124706e+00 
5.94000000e+04 6.67516298e+00 4.98552107e+00 4.12501798e+00 3.62020500e+00 3.27820649e+00 
5.95000000e+04 6.66664351e+00 4.97973650e+00 4.12077562e+00 3.61675548e+00 3.27517374e+00 
5.96000000e+04 6.65815211e+00 4.97397198e+00 4.11654703e+00 3.61331594e+00 3.27214878e+00 
5.97000000e+04 6.64968863e+00 4.96822741e+00 4.11233212e+00 3.60988632e+00 3.26913156e+00 
5.98000000e+04 6.64125296e+00 4.96250266e+00 4.10813082e+00 3.60646658e+00 3.26612205e+00 
5.99000000e+04 6.63284494e+00 4.95679765e+00 4.10394306e+00 3.60305665e+00 3.26312019e+00 
6.00000000e+04 6.62446446e+00 4.95111225e+00 4.09976876e+00 3.59965648e+00 3.26012595e+00 
6.01000000e+04 6.61611138e+00 4.94544637e+00 4.09560783e+00 3.59626602e+00 3.25713930e+00 
6.02000000e+04 6.60778556e+00 4.93979989e+00 4.09146021e+00 3.59288521e+00 3.25416018e+00 
6.03000000e+04 6.59948689e+00 4.93417271e+00 4.08732583e+00 3.58951401e+00 3.25118857e+00 
6.04000000e+04 6.59121523e+00 4.92856474e+00 4.08320460e+00 3.58615235e+00 3.24822441e+00 
6.05000000e+04 6.58297045e+00 4.92297586e+00 4.07909646e+00 3.58280019e+00 3.24526768e+00 
6.06000000e+04 6.57475243e+00 4.91740597e+00 4.07500134e+00 3.57945747e+00 3.24231834e+00 
6.07000000e+04 6.56656104e+00 4.91185497e+00 4.07091915e+00 3.57612415e+00 3.23937634e+00 
6.08000000e+04 6.55839615e+00 4.90632276e+00 4.06684983e+00 3.57280017e+00 3.23644164e+00 
6.09000000e+04 6.55025764e+00 4.90080924e+00 4.06279331e+00 3.56948548e+00 3.23351422e+00 
6.10000000e+04 6.54214539e+00 4.89531431e+00 4.05874951e+00 3.56618003e+00 3.23059402e+00 
6.11000000e+04 6.53405926e+00 4.88983787e+00 4.05471838e+00 3.56288377e+00 3.22768103e+00 
6.12000000e+04 6.52599915e+00 4.88437981e+00 4.05069982e+00 3.55959665e+00 3.22477519e+00 
6.13000000e+04 6.51796491e+00 4.87894006e+00 4.04669379e+00 3.55631863e+00 3.22187647e+00 
6.14000000e+04 6.50995645e+00 4.87351849e+00 4.04270021e+00 3.55304965e+00 3.21898484e+00 
6.15000000e+04 6.50197362e+00 4.86811503e+00 4.03871900e+00 3.54978966e+00 3.21610025e+00 
6.16000000e+04 6.49401632e+00 4.86272957e+00 4.03475011e+00 3.54653862e+00 3.21322268e+00 
6.17000000e+04 6.48608443e+00 4.85736202e+00 4.03079347e+00 3.54329647e+00 3.21035208e+00 
6.18000000e+04 6.47817782e+00 4.85201228e+00 4.02684901e+00 3.54006318e+00 3.20748843e+00 
6.19000000e+04 6.47029637e+00 4.84668026e+00 4.02291665e+00 3.53683870e+00 3.20463168e+00 
6.20000000e+04 6.46243998e+00 4.84136587e+00 4.01899635e+00 3.53362297e+00 3.20178181e+00 
6.21000000e+04 6.45460852e+00 4.83606901e+00 4.01508803e+00 3.53041595e+00 3.19893877e+00 
6.22000000e+04 6.44680188e+00 4.83078959e+00 4.01119163e+00 3.52721760e+00 3.19610254e+00 
6.23000000e+04 6.43901994e+00 4.82552753e+00 4.00730708e+00 3.52402786e+00 3.19327307e+00 
6.24000000e+04 6.43126259e+00 4.82028272e+00 4.00343431e+00 3.52084670e+00 3.19045034e+00 
6.25000000e+04 6.42352971e+00 4.81505508e+00 3.99957328e+00 3.51767407e+00 3.18763431e+00 
6.26000000e+04 6.41582119e+00 4.80984452e+00 3.99572391e+00 3.51450992e+00 3.18482494e+00 
6.27000000e+04 6.40813693e+00 4.80465096e+00 3.99188613e+00 3.51135422e+00 3.18202222e+00 
6.28000000e+04 6.40047679e+00 4.79947429e+00 3.98805990e+00 3.50820690e+00 3.17922609e+00 
6.29000000e+04 6.39284069e+00 4.79431444e+00 3.98424514e+00 3.50506794e+00 3.17643653e+00 
6.30000000e+04 6.38522849e+00 4.78917131e+00 3.98044180e+00 3.50193729e+00 3.17365351e+00 
6.31000000e+04 6.37764011e+00 4.78404483e+00 3.97664981e+00 3.49881491e+00 3.17087700e+00 
6.32000000e+04 6.37007541e+00 4.77893490e+00 3.97286912e+00 3.49570074e+00 3.16810695e+00 
6.33000000e+04 6.36253430e+00 4.77384143e+00 3.96909966e+00 3.49259476e+00 3.16534335e+00 
6.34000000e+04 6.35501668e+00 4.76876436e+00 3.96534137e+00 3.48949691e+00 3.16258616e+00 
6.35000000e+04 6.34752242e+00 4.76370358e+00 3.96159421e+00 3.48640716e+00 3.15983534e+00 
6.36000000e+04 6.34005142e+00 4.75865901e+00 3.95785809e+00 3.48332546e+00 3.15709087e+00 
6.37000000e+04 6.33260359e+00 4.75363058e+00 3.95413298e+00 3.48025177e+00 3.15435272e+00 
6.38000000e+04 6.32517880e+00 4.74861820e+00 3.95041881e+00 3.47718606e+00 3.15162085e+00 
6.39000000e+04 6.31777696e+00 4.74362178e+00 3.94671552e+00 3.47412828e+00 3.14889524e+00 
6.40000000e+04 6.31039797e+00 4.73864126e+00 3.94302306e+00 3.47107838e+00 3.14617586e+00 
6.41000000e+04 6.30304171e+00 4.73367653e+00 3.93934137e+00 3.46803634e+00 3.14346266e+00 
6.42000000e+04 6.29570809e+00 4.72872753e+00 3.93567039e+00 3.46500211e+00 3.14075564e+00 
6.43000000e+04 6.28839700e+00 4.72379417e+00 3.93201007e+00 3.46197565e+00 3.13805475e+00 
6.44000000e+04 6.28110834e+00 4.71887638e+00 3.92836035e+00 3.45895691e+00 3.13535996e+00 
6.45000000e+04 6.27384201e+00 4.71397407e+00 3.92472118e+00 3.45594588e+00 3.13267125e+00 
6.46000000e+04 6.26659790e+00 4.70908717e+00 3.92109250e+00 3.45294249e+00 3.12998859e+00 
6.47000000e+04 6.25937593e+00 4.70421560e+00 3.91747425e+00 3.44994672e+00 3.12731195e+00 
6.48000000e+04 6.25217598e+00 4.69935928e+00 3.91386640e+00 3.44695853e+00 3.12464130e+00 
6.49000000e+04 6.24499796e+00 4.69451813e+00 3.91026887e+00 3.44397787e+00 3.12197662e+00 
6.50000000e+04 6.23784178e+00 4.68969208e+00 3.90668162e+00 3.44100471e+00 3.11931786e+00 
6.51000000e+04 6.23070732e+00 4.68488105e+00 3.90310459e+00 3.43803902e+00 3.11666502e+00 
6.52000000e+04 6.22359450e+00 4.68008497e+00 3.89953773e+00 3.43508076e+00 3.11401805e+00 
6.53000000e+04 6.21650321e+00 4.67530376e+00 3.89598100e+00 3.43212988e+00 3.11137693e+00 
6.54000000e+04 6.20943337e+00 4.67053735e+00 3.89243433e+00 3.42918636e+00 3.10874164e+00 
6.55000000e+04 6.20238487e+00 4.66578566e+00 3.88889768e+00 3.42625015e+00 3.10611214e+00 
6.56000000e+04 6.19535762e+00 4.66104861e+00 3.88537099e+00 3.42332122e+00 3.10348841e+00 
6.57000000e+04 6.18835152e+00 4.65632615e+00 3.88185422e+00 3.42039954e+00 3.10087043e+00 
6.58000000e+04 6.18136649e+00 4.65161819e+00 3.87834731e+00 3.41748506e+00 3.09825816e+00 
6.59000000e+04 6.17440242e+00 4.64692465e+00 3.87485022e+00 3.41457776e+00 3.09565158e+00 
6.60000000e+04 6.16745922e+00 4.64224548e+00 3.87136289e+00 3.41167759e+00 3.09305066e+00 
6.61000000e+04 6.16053681e+00 4.63758060e+00 3.86788527e+00 3.40878453e+00 3.09045539e+00 
6.62000000e+04 6.15363508e+00 4.63292993e+00 3.86441732e+00 3.40589853e+00 3.08786572e+00 
6.63000000e+04 6.14675395e+00 4.62829341e+00 3.86095899e+00 3.40301957e+00 3.08528163e+00 
6.64000000e+04 6.13989333e+00 4.62367097e+00 3.85751023e+00 3.40014761e+00 3.08270311e+00 
6.65000000e+04 6.13305312e+00 4.61906254e+00 3.85407098e+00 3.39728261e+00 3.08013012e+00 
6.66000000e+04 6.12623323e+00 4.61446804e+00 3.85064121e+00 3.39442455e+00 3.07756264e+00 
6.67000000e+04 6.11943358e+00 4.60988742e+00 3.84722087e+00 3.39157338e+00 3.07500065e+00 
6.68000000e+04 6.11265408e+00 4.60532060e+00 3.84380990e+00 3.38872907e+00 3.07244411e+00 
6.69000000e+04 6.10589463e+00 4.60076751e+00 3.84040827e+00 3.38589160e+00 3.06989301e+00 
6.70000000e+04 6.09915515e+00 4.59622809e+00 3.83701592e+00 3.38306093e+00 3.06734732e+00 
6.71000000e+04 6.09243555e+00 4.59170227e+00 3.83363280e+00 3.38023702e+00 3.06480702e+00 
6.72000000e+04 6.08573575e+00 4.58718998e+00 3.83025888e+00 3.37741984e+00 3.06227207e+00 
6.73000000e+04 6.07905565e+00 4.58269116e+00 3.82689411e+00 3.37460937e+00 3.05974246e+00 
6.74000000e+04 6.07239517e+00 4.57820574e+00 3.82353844e+00 3.37180556e+00 3.05721817e+00 
6.75000000e+04 6.06575423e+00 4.57373366e+00 3.82019183e+00 3.36900840e+00 3.05469917e+00 
6.76000000e+04 6.05913274e+00 4.56927485e+00 3.81685423e+00 3.36621783e+00 3.05218543e+00 
6.77000000e+04 6.05253061e+00 4.56482925e+00 3.81352560e+00 3.36343385e+00 3.04967693e+00 
6.78000000e+04 6.04594776e+00 4.56039680e+00 3.81020589e+00 3.36065640e+00 3.04717366e+00 
6.79000000e+04 6.03938411e+00 4.55597742e+00 3.80689506e+00 3.35788547e+00 3.04467558e+00 
6.80000000e+04 6.03283958e+00 4.55157107e+00 3.80359306e+00 3.35512102e+00 3.04218267e+00 
6.81000000e+04 6.02631407e+00 4.54717766e+00 3.80029987e+00 3.35236302e+00 3.03969491e+00 
6.82000000e+04 6.01980751e+00 4.54279715e+00 3.79701542e+00 3.34961144e+00 3.03721228e+00 
6.83000000e+04 6.01331982e+00 4.53842947e+00 3.79373968e+00 3.34686625e+00 3.03473476e+00 
6.84000000e+04 6.00685091e+00 4.53407455e+00 3.79047260e+00 3.34412742e+00 3.03226232e+00 
6.85000000e+04 6.00040070e+00 4.52973235e+00 3.78721415e+00 3.34139492e+00 3.02979494e+00 
6.86000000e+04 5.99396911e+00 4.52540279e+00 3.78396428e+00 3.33866872e+00 3.02733260e+00 
6.87000000e+04 5.98755607e+00 4.52108582e+00 3.78072294e+00 3.33594880e+00 3.02487527e+00 
6.88000000e+04 5.98116149e+00 4.51678137e+00 3.77749011e+00 3.33323511e+00 3.02242294e+00 
6.89000000e+04 5.97478529e+00 4.51248939e+00 3.77426574e+00 3.33052765e+00 3.01997558e+00 
6.90000000e+04 5.96842739e+00 4.50820981e+00 3.77104978e+00 3.32782636e+00 3.01753318e+00 
6.91000000e+04 5.96208772e+00 4.50394258e+00 3.76784220e+00 3.32513123e+00 3.01509570e+00 
6.92000000e+04 5.95576619e+00 4.49968764e+00 3.76464295e+00 3.32244223e+00 3.01266313e+00 
6.93000000e+04 5.94946273e+00 4.49544494e+00 3.76145200e+00 3.31975933e+00 3.01023545e+00 
6.94000000e+04 5.94317726e+00 4.49121440e+00 3.75826930e+00 3.31708250e+00 3.00781264e+00 
6.95000000e+04 5.93690971e+00 4.48699598e+00 3.75509483e+00 3.31441172e+00 3.00539468e+00 
6.96000000e+04 5.93066000e+00 4.48278962e+00 3.75192853e+00 3.31174695e+00 3.00298153e+00 
6.97000000e+04 5.92442805e+00 4.47859526e+00 3.74877037e+00 3.30908817e+00 3.00057320e+00 
6.98000000e+04 5.91821378e+00 4.47441285e+00 3.74562030e+00 3.30643535e+00 2.99816965e+00 
6.99000000e+04 5.91201712e+00 4.47024232e+00 3.74247830e+00 3.30378846e+00 2.99577086e+00 
7.00000000e+04 5.90583801e+00 4.46608363e+00 3.73934433e+00 3.30114748e+00 2.99337681e+00 
7.01000000e+04 5.89967635e+00 4.46193671e+00 3.73621834e+00 3.29851238e+00 2.99098749e+00 
7.02000000e+04 5.89353208e+00 4.45780152e+00 3.73310029e+00 3.29588314e+00 2.98860287e+00 
7.03000000e+04 5.88740512e+00 4.45367799e+00 3.72999016e+00 3.29325972e+00 2.98622294e+00 
7.04000000e+04 5.88129541e+00 4.44956607e+00 3.72688790e+00 3.29064210e+00 2.98384767e+00 
7.05000000e+04 5.87520286e+00 4.44546572e+00 3.72379347e+00 3.28803026e+00 2.98147705e+00 
7.06000000e+04 5.86912741e+00 4.44137687e+00 3.72070685e+00 3.28542417e+00 2.97911105e+00 
7.07000000e+04 5.86306898e+00 4.43729947e+00 3.71762799e+00 3.28282380e+00 2.97674966e+00 
7.08000000e+04 5.85702750e+00 4.43323347e+00 3.71455685e+00 3.28022912e+00 2.97439285e+00 
7.09000000e+04 5.85100290e+00 4.42917881e+00 3.71149340e+00 3.27764012e+00 2.97204061e+00 
7.10000000e+04 5.84499512e+00 4.42513545e+00 3.70843761e+00 3.27505677e+00 2.96969292e+00 
7.11000000e+04 5.83900407e+00 4.42110332e+00 3.70538943e+00 3.27247904e+00 2.96734977e+00 
7.12000000e+04 5.83302968e+00 4.41708239e+00 3.70234884e+00 3.26990690e+00 2.96501112e+00 
7.13000000e+04 5.82707190e+00 4.41307259e+00 3.69931580e+00 3.26734033e+00 2.96267696e+00 
7.14000000e+04 5.82113065e+00 4.40907388e+00 3.69629027e+00 3.26477932e+00 2.96034728e+00 
7.15000000e+04 5.81520586e+00 4.40508621e+00 3.69327222e+00 3.26222382e+00 2.95802206e+00 
7.16000000e+04 5.80929745e+00 4.40110951e+00 3.69026161e+00 3.25967382e+00 2.95570127e+00 
7.17000000e+04 5.80340538e+00 4.39714375e+00 3.68725841e+00 3.25712930e+00 2.95338491e+00 
7.18000000e+04 5.79752955e+00 4.39318888e+00 3.68426259e+00 3.25459023e+00 2.95107294e+00 
7.19000000e+04 5.79166992e+00 4.38924484e+00 3.68127410e+00 3.25205658e+00 2.94876536e+00 
7.20000000e+04 5.78582640e+00 4.38531158e+00 3.67829293e+00 3.24952834e+00 2.94646214e+00 
7.21000000e+04 5.77999894e+00 4.38138906e+00 3.67531903e+00 3.24700547e+00 2.94416328e+00 
7.22000000e+04 5.77418746e+00 4.37747722e+00 3.67235237e+00 3.24448796e+00 2.94186874e+00 
7.23000000e+04 5.76839190e+00 4.37357602e+00 3.66939292e+00 3.24197578e+00 2.93957852e+00 
7.24000000e+04 5.76261220e+00 4.36968542e+00 3.66644064e+00 3.23946891e+00 2.93729259e+00 
7.25000000e+04 5.75684829e+00 4.36580535e+00 3.66349551e+00 3.23696732e+00 2.93501094e+00 
7.26000000e+04 5.75110010e+00 4.36193577e+00 3.66055748e+00 3.23447100e+00 2.93273355e+00 
7.27000000e+04 5.74536757e+00 4.35807665e+00 3.65762654e+00 3.23197992e+00 2.93046041e+00 
7.28000000e+04 5.73965064e+00 4.35422792e+00 3.65470264e+00 3.22949406e+00 2.92819149e+00 
7.29000000e+04 5.73394923e+00 4.35038954e+00 3.65178575e+00 3.22701339e+00 2.92592679e+00 
7.30000000e+04 5.72826329e+00 4.34656147e+00 3.64887584e+00 3.22453789e+00 2.92366628e+00 
7.31000000e+04 5.72259276e+00 4.34274365e+00 3.64597289e+00 3.22206755e+00 2.92140994e+00 
7.32000000e+04 5.71693756e+00 4.33893605e+00 3.64307686e+00 3.21960233e+00 2.91915777e+00 
7.33000000e+04 5.71129764e+00 4.33513862e+00 3.64018771e+00 3.21714222e+00 2.91690974e+00 
7.34000000e+04 5.70567294e+00 4.33135131e+00 3.63730542e+00 3.21468719e+00 2.91466584e+00 
7.35000000e+04 5.70006338e+00 4.32757407e+00 3.63442996e+00 3.21223723e+00 2.91242605e+00 
7.36000000e+04 5.69446892e+00 4.32380687e+00 3.63156129e+00 3.20979231e+00 2.91019036e+00 
7.37000000e+04 5.68888949e+00 4.32004965e+00 3.62869939e+00 3.20735241e+00 2.90795874e+00 
7.38000000e+04 5.68332502e+00 4.31630237e+00 3.62584422e+00 3.20491751e+00 2.90573119e+00 
7.39000000e+04 5.67777546e+00 4.31256499e+00 3.62299577e+00 3.20248758e+00 2.90350769e+00 
7.40000000e+04 5.67224075e+00 4.30883747e+00 3.62015398e+00 3.20006262e+00 2.90128822e+00 
7.41000000e+04 5.66672082e+00 4.30511975e+00 3.61731885e+00 3.19764259e+00 2.89907276e+00 
7.42000000e+04 5.66121562e+00 4.30141180e+00 3.61449033e+00 3.19522747e+00 2.89686131e+00 
7.43000000e+04 5.65572508e+00 4.29771358e+00 3.61166839e+00 3.19281725e+00 2.89465384e+00 
7.44000000e+04 5.65024915e+00 4.29402503e+00 3.60885302e+00 3.19041190e+00 2.89245035e+00 
7.45000000e+04 5.64478777e+00 4.29034612e+00 3.60604417e+00 3.18801141e+00 2.89025080e+00 
7.46000000e+04 5.63934088e+00 4.28667683e+00 3.60324183e+00 3.18561575e+00 2.88805520e+00 
7.47000000e+04 5.63390842e+00 4.28301705e+00 3.60044596e+00 3.18322491e+00 2.88586352e+00 
7.48000000e+04 5.62849033e+00 4.27936679e+00 3.59765653e+00 3.18083886e+00 2.88367575e+00 
7.49000000e+04 5.62308655e+00 4.27572601e+00 3.59487352e+00 3.17845758e+00 2.88149187e+00 
7.50000000e+04 5.61769703e+00 4.27209466e+00 3.59209690e+00 3.17608106e+00 2.87931188e+00 
7.51000000e+04 5.61232171e+00 4.26847269e+00 3.58932664e+00 3.17370927e+00 2.87713575e+00 
7.52000000e+04 5.60696054e+00 4.26486007e+00 3.58656270e+00 3.17134219e+00 2.87496347e+00 
