# i,j,K[cm^3/s]
15,8,1.22487187e-11
15,9,1.56933213e-11
15,10,1.96015396e-11
15,11,2.45017762e-11
15,12,2.89700722e-11
15,13,3.43459815e-11
15,14,3.98143565e-11
16,1,5.14186863e-13
16,2,1.14257071e-12
16,3,2.08190880e-12
16,4,3.15793406e-12
16,5,4.54409154e-12
16,6,6.43792510e-12
16,7,8.24390733e-12
16,8,1.10153042e-11
16,9,1.41237580e-11
16,10,1.76543647e-11
16,11,2.19180735e-11
16,12,2.64335651e-11
16,13,3.23937189e-11
16,14,3.81725958e-11
16,15,4.48124079e-11
17,1,4.10347541e-13
17,2,9.53989384e-13
17,3,1.66423589e-12
17,4,2.53153074e-12
17,5,3.62032584e-12
17,6,5.10864394e-12
17,7,6.72814655e-12
17,8,8.98494043e-12
17,9,1.16161535e-11
17,10,1.47666006e-11
17,11,1.87159100e-11
17,12,2.27833886e-11
17,13,2.81849688e-11
17,14,3.42468172e-11
17,15,4.13167177e-11
17,16,5.01584014e-11
18,1,3.87056152e-13
18,2,8.96428652e-13
18,3,1.55939401e-12
18,4,2.48545021e-12
18,5,3.68660158e-12
18,6,5.20498961e-12
18,7,6.95449523e-12
18,8,9.27821325e-12
18,9,1.19820100e-11
18,10,1.51865989e-11
18,11,1.91334802e-11
18,12,2.34356495e-11
18,13,2.83972790e-11
18,14,3.40227671e-11
18,15,4.10241298e-11
18,16,4.93772715e-11
18,17,6.07193083e-11
19,1,3.33470324e-13
19,2,7.85004707e-13
19,3,1.48898417e-12
19,4,2.36283923e-12
19,5,3.53467650e-12
19,6,5.04380837e-12
19,7,6.75196769e-12
19,8,9.07361650e-12
19,9,1.19973118e-11
19,10,1.52045141e-11
19,11,1.93459479e-11
19,12,2.37871693e-11
19,13,2.88751926e-11
19,14,3.44219501e-11
19,15,4.11023827e-11
19,16,4.84700450e-11
19,17,5.77077497e-11
19,18,4.04432044e-11
20,1,2.71026351e-13
20,2,7.14137204e-13
20,3,1.34277885e-12
20,4,2.26903982e-12
20,5,3.43564087e-12
20,6,5.04731802e-12
20,7,6.69776933e-12
20,8,9.09558716e-12
20,9,1.20353142e-11
20,10,1.51904109e-11
20,11,1.92508174e-11
20,12,2.32528958e-11
20,13,2.79156613e-11
20,14,3.36732776e-11
20,15,4.01871379e-11
20,16,4.66910967e-11
20,17,5.41309961e-11
20,18,3.83749315e-11
20,19,2.78875936e-11
21,1,1.96335419e-13
21,2,5.90876706e-13
21,3,1.19362302e-12
21,4,2.08818653e-12
21,5,3.24455167e-12
21,6,4.75303551e-12
21,7,6.50461794e-12
21,8,8.86547344e-12
21,9,1.17346589e-11
21,10,1.52708145e-11
21,11,1.93418843e-11
21,12,2.33550529e-11
21,13,2.82411756e-11
21,14,3.34001586e-11
21,15,3.98751458e-11
21,16,4.60000379e-11
21,17,5.25482380e-11
21,18,3.74117600e-11
21,19,2.82999311e-11
21,20,1.93886151e-11
22,1,1.37634610e-13
22,2,4.53061175e-13
22,3,1.01985924e-12
22,4,1.81111428e-12
22,5,2.85264419e-12
22,6,4.39442744e-12
22,7,6.30720516e-12
22,8,8.61301063e-12
22,9,1.15560239e-11
22,10,1.51398787e-11
22,11,1.91060298e-11
22,12,2.28285090e-11
22,13,2.80075647e-11
22,14,3.30290360e-11
22,15,3.87588442e-11
22,16,4.44774181e-11
22,17,5.17098234e-11
22,18,3.72782361e-11
22,19,2.78453206e-11
22,20,1.98188793e-11
22,21,1.39162482e-11
23,1,9.47639311e-14
23,2,3.18291795e-13
23,3,7.83151127e-13
23,4,1.51138877e-12
23,5,2.48299357e-12
23,6,3.89811109e-12
23,7,5.67594021e-12
23,8,7.97226753e-12
23,9,1.08434507e-11
23,10,1.43286994e-11
23,11,1.84092532e-11
23,12,2.26110453e-11
23,13,2.75347597e-11
23,14,3.35717705e-11
23,15,3.97223450e-11
23,16,4.61007397e-11
23,17,5.13565235e-11
23,18,3.74237420e-11
23,19,2.84645005e-11
23,20,2.04853999e-11
23,21,1.51236364e-11
23,22,1.14376874e-11
24,1,6.34556876e-14
24,2,2.20850608e-13
24,3,5.40433387e-13
24,4,1.15322869e-12
24,5,2.09280240e-12
24,6,3.44136252e-12
24,7,5.14231011e-12
24,8,7.31955728e-12
24,9,1.02803930e-11
24,10,1.37833088e-11
24,11,1.81719575e-11
24,12,2.32373452e-11
24,13,2.82998216e-11
24,14,3.45260160e-11
24,15,4.00182458e-11
24,16,4.51107823e-11
24,17,5.15032111e-11
24,18,3.81910593e-11
24,19,2.94046691e-11
24,20,2.10015294e-11
24,21,1.61242882e-11
24,22,1.16209983e-11
24,23,8.50987308e-12
25,1,5.38777110e-14
25,2,1.31922814e-13
25,3,3.68463428e-13
25,4,8.32063210e-13
25,5,1.68108892e-12
25,6,2.84818750e-12
25,7,4.53081672e-12
25,8,7.01312824e-12
25,9,1.00451535e-11
25,10,1.39467449e-11
25,11,1.78681358e-11
25,12,2.26124637e-11
25,13,2.84859131e-11
25,14,3.42454677e-11
25,15,4.09676103e-11
25,16,4.70591434e-11
25,17,5.29140615e-11
25,18,3.89288561e-11
25,19,2.93662407e-11
25,20,2.17232118e-11
25,21,1.62427582e-11
25,22,1.18600970e-11
25,23,9.04830698e-12
25,24,5.59002223e-12
26,1,2.64865524e-14
26,2,8.36130427e-14
26,3,2.12452420e-13
26,4,5.03793340e-13
26,5,9.84725253e-13
26,6,2.07457602e-12
26,7,3.48804750e-12
26,8,5.77994276e-12
26,9,9.23061797e-12
26,10,1.34058796e-11
26,11,1.85471402e-11
26,12,2.35760010e-11
26,13,2.96075337e-11
26,14,3.60706266e-11
26,15,4.24614607e-11
26,16,4.74378918e-11
26,17,5.37657965e-11
26,18,3.95067583e-11
26,19,3.07106057e-11
26,20,2.24959063e-11
26,21,1.75755187e-11
26,22,1.33085759e-11
26,23,9.50211101e-12
26,24,6.39814225e-12
26,25,4.23647773e-12
27,1,1.69396098e-14
27,2,4.89106260e-14
27,3,1.24541184e-13
27,4,2.87159602e-13
27,5,6.20309610e-13
27,6,1.24362969e-12
27,7,2.51112164e-12
27,8,4.84292194e-12
27,9,7.76501002e-12
27,10,1.17412532e-11
27,11,1.70615567e-11
27,12,2.32962573e-11
27,13,2.96932460e-11
27,14,3.63742376e-11
27,15,4.32918719e-11
27,16,4.93557565e-11
27,17,5.69994233e-11
27,18,4.10267472e-11
27,19,3.30177121e-11
27,20,2.40485403e-11
27,21,1.87426517e-11
27,22,1.46312611e-11
27,23,1.05324003e-11
27,24,7.35626824e-12
27,25,4.90495218e-12
27,26,2.98904899e-12
