#--------------------------#
# x [m]  X_O  X_O2  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.373946443617E-05  0.346155914817E-01  0.965384408518E+00  0.713082122879E+03  0.142930540998E+05  0.539709370220E-02  0.203970790026E+05  0.103361703382E+24  0.182731307141E+08  0.327451602182E+00
  0.377685909053E-05  0.349698061950E-01  0.965030193805E+00  0.713086228480E+03  0.142905493179E+05  0.539706262838E-02  0.203970632019E+05  0.103379740064E+24  0.182731307141E+08  0.327446377433E+00
  0.381462769143E-05  0.353277060484E-01  0.964672293952E+00  0.713090336706E+03  0.142880177556E+05  0.539703153505E-02  0.203970473912E+05  0.103397976819E+24  0.182731307141E+08  0.327441083857E+00
  0.385277397835E-05  0.356893301757E-01  0.964310669824E+00  0.713094446705E+03  0.142854591132E+05  0.539700042866E-02  0.203970315736E+05  0.103416416043E+24  0.182731307141E+08  0.327435720411E+00
  0.389130172813E-05  0.360547181300E-01  0.963945281870E+00  0.713098557594E+03  0.142828730873E+05  0.539696931589E-02  0.203970157526E+05  0.103435060165E+24  0.182731307141E+08  0.327430286034E+00
  0.393021475541E-05  0.364239098870E-01  0.963576090113E+00  0.713102668461E+03  0.142802593709E+05  0.539693820365E-02  0.203969999317E+05  0.103453911644E+24  0.182731307141E+08  0.327424779644E+00
  0.396951691297E-05  0.367969458494E-01  0.963203054151E+00  0.713106778362E+03  0.142776176534E+05  0.539690709907E-02  0.203969841145E+05  0.103472972973E+24  0.182731307141E+08  0.327419200143E+00
  0.400921209210E-05  0.371738668514E-01  0.962826133149E+00  0.713110886322E+03  0.142749476206E+05  0.539687600955E-02  0.203969683047E+05  0.103492246679E+24  0.182731307141E+08  0.327413546413E+00
  0.404930422302E-05  0.375547141628E-01  0.962445285837E+00  0.713114991334E+03  0.142722489544E+05  0.539684494270E-02  0.203969525064E+05  0.103511735321E+24  0.182731307141E+08  0.327407817315E+00
  0.408979727525E-05  0.379395294929E-01  0.962060470507E+00  0.713119092354E+03  0.142695213331E+05  0.539681390641E-02  0.203969367233E+05  0.103531441494E+24  0.182731307141E+08  0.327402011692E+00
  0.413069525800E-05  0.383283549954E-01  0.961671645005E+00  0.713123188308E+03  0.142667644311E+05  0.539678290881E-02  0.203969209598E+05  0.103551367827E+24  0.182731307141E+08  0.327396128364E+00
  0.417200222058E-05  0.387212332716E-01  0.961278766728E+00  0.713127278084E+03  0.142639779188E+05  0.539675195833E-02  0.203969052200E+05  0.103571516983E+24  0.182731307141E+08  0.327390166132E+00
  0.421372225279E-05  0.391182073741E-01  0.960881792626E+00  0.713131360532E+03  0.142611614630E+05  0.539672106366E-02  0.203968895085E+05  0.103591891664E+24  0.182731307141E+08  0.327384123775E+00
  0.425585948531E-05  0.395193208160E-01  0.960480679184E+00  0.713135434468E+03  0.142583147264E+05  0.539669023376E-02  0.203968738297E+05  0.103612494606E+24  0.182731307142E+08  0.327378000052E+00
  0.429841809017E-05  0.399246175696E-01  0.960075382430E+00  0.713139498668E+03  0.142554373675E+05  0.539665947789E-02  0.203968581884E+05  0.103633328582E+24  0.182731307142E+08  0.327371793698E+00
  0.434140228107E-05  0.403341420735E-01  0.959665857926E+00  0.713143551869E+03  0.142525290410E+05  0.539662880560E-02  0.203968425894E+05  0.103654396403E+24  0.182731307142E+08  0.327365503425E+00
  0.438481631388E-05  0.407479392359E-01  0.959252060764E+00  0.713147592767E+03  0.142495893974E+05  0.539659822675E-02  0.203968270378E+05  0.103675700917E+24  0.182731307142E+08  0.327359127926E+00
  0.442866448702E-05  0.411660544395E-01  0.958833945560E+00  0.713151620017E+03  0.142466180830E+05  0.539656775154E-02  0.203968115387E+05  0.103697245013E+24  0.182731307142E+08  0.327352665865E+00
  0.447295114189E-05  0.415885335460E-01  0.958411466454E+00  0.713155632231E+03  0.142436147401E+05  0.539653739044E-02  0.203967960975E+05  0.103719031616E+24  0.182731307142E+08  0.327346115886E+00
  0.451768066331E-05  0.420154229000E-01  0.957984577100E+00  0.713159627977E+03  0.142405790064E+05  0.539650715431E-02  0.203967807196E+05  0.103741063694E+24  0.182731307142E+08  0.327339476609E+00
  0.456285747994E-05  0.424467693340E-01  0.957553230666E+00  0.713163605778E+03  0.142375105155E+05  0.539647705430E-02  0.203967654108E+05  0.103763344253E+24  0.182731307142E+08  0.327332746626E+00
  0.460848606474E-05  0.428826201723E-01  0.957117379828E+00  0.713167564111E+03  0.142344088968E+05  0.539644710194E-02  0.203967501769E+05  0.103785876340E+24  0.182731307142E+08  0.327325924506E+00
  0.465457093539E-05  0.433230232358E-01  0.956676976764E+00  0.713171501404E+03  0.142312737749E+05  0.539641730911E-02  0.203967350239E+05  0.103808663046E+24  0.182731307142E+08  0.327319008792E+00
  0.470111665474E-05  0.437680268459E-01  0.956231973154E+00  0.713175416038E+03  0.142281047704E+05  0.539638768807E-02  0.203967199582E+05  0.103831707501E+24  0.182731307142E+08  0.327311998000E+00
  0.474812783129E-05  0.442176798299E-01  0.955782320170E+00  0.713179306344E+03  0.142249014989E+05  0.539635825144E-02  0.203967049861E+05  0.103855012880E+24  0.182731307142E+08  0.327304890619E+00
  0.479560911960E-05  0.446720315248E-01  0.955327968475E+00  0.713183170599E+03  0.142216635718E+05  0.539632901223E-02  0.203966901143E+05  0.103878582401E+24  0.182731307142E+08  0.327297685112E+00
  0.484356522080E-05  0.451311317816E-01  0.954868868218E+00  0.713187007032E+03  0.142183905957E+05  0.539629998387E-02  0.203966753495E+05  0.103902419326E+24  0.182731307142E+08  0.327290379912E+00
  0.489200088300E-05  0.455950309702E-01  0.954404969030E+00  0.713190813812E+03  0.142150821726E+05  0.539627118017E-02  0.203966606988E+05  0.103926526962E+24  0.182731307142E+08  0.327282973426E+00
  0.494092090183E-05  0.460637799832E-01  0.953936220017E+00  0.713194589058E+03  0.142117378997E+05  0.539624261539E-02  0.203966461695E+05  0.103950908661E+24  0.182731307142E+08  0.327275464030E+00
  0.499033012085E-05  0.465374302411E-01  0.953462569759E+00  0.713198330828E+03  0.142083573695E+05  0.539621430420E-02  0.203966317691E+05  0.103975567821E+24  0.182731307142E+08  0.327267850072E+00
  0.504023343206E-05  0.470160336960E-01  0.952983966304E+00  0.713202037122E+03  0.142049401696E+05  0.539618626171E-02  0.203966175051E+05  0.104000507889E+24  0.182731307142E+08  0.327260129867E+00
  0.509063577638E-05  0.474996428363E-01  0.952500357164E+00  0.713205705880E+03  0.142014858826E+05  0.539615850351E-02  0.203966033857E+05  0.104025732357E+24  0.182731307142E+08  0.327252301702E+00
  0.514154214415E-05  0.479883106920E-01  0.952011689308E+00  0.713209334983E+03  0.141979940863E+05  0.539613104564E-02  0.203965894188E+05  0.104051244768E+24  0.182731307142E+08  0.327244363832E+00
  0.519295757559E-05  0.484820908384E-01  0.951517909162E+00  0.713212922244E+03  0.141944643534E+05  0.539610390462E-02  0.203965756130E+05  0.104077048710E+24  0.182731307142E+08  0.327236314479E+00
  0.524488716134E-05  0.489810373984E-01  0.951018962602E+00  0.713216465413E+03  0.141908962516E+05  0.539607709745E-02  0.203965619768E+05  0.104103147826E+24  0.182731307142E+08  0.327228151832E+00
  0.529733604296E-05  0.494852050499E-01  0.950514794950E+00  0.713219962175E+03  0.141872893434E+05  0.539605064167E-02  0.203965485192E+05  0.104129545805E+24  0.182731307142E+08  0.327219874048E+00
  0.535030941339E-05  0.499946490285E-01  0.950005350971E+00  0.713223410142E+03  0.141836431861E+05  0.539602455530E-02  0.203965352495E+05  0.104156246391E+24  0.182731307142E+08  0.327211479250E+00
  0.540381251752E-05  0.505094251325E-01  0.949490574867E+00  0.713226806860E+03  0.141799573318E+05  0.539599885692E-02  0.203965221769E+05  0.104183253377E+24  0.182731307142E+08  0.327202965524E+00
  0.545785065270E-05  0.510295897267E-01  0.948970410273E+00  0.713230149801E+03  0.141762313272E+05  0.539597356564E-02  0.203965093114E+05  0.104210570611E+24  0.182731307142E+08  0.327194330924E+00
  0.551242916922E-05  0.515551997468E-01  0.948444800253E+00  0.713233436361E+03  0.141724647137E+05  0.539594870114E-02  0.203964966628E+05  0.104238201995E+24  0.182731307142E+08  0.327185573465E+00
  0.556755347091E-05  0.520863127035E-01  0.947913687296E+00  0.713236663863E+03  0.141686570273E+05  0.539592428367E-02  0.203964842415E+05  0.104266151483E+24  0.182731307142E+08  0.327176691127E+00
  0.562322901562E-05  0.526229866878E-01  0.947377013312E+00  0.713239829550E+03  0.141648077984E+05  0.539590033407E-02  0.203964720581E+05  0.104294423088E+24  0.182731307142E+08  0.327167681850E+00
  0.567946131578E-05  0.531652803749E-01  0.946834719625E+00  0.713242930587E+03  0.141609165519E+05  0.539587687378E-02  0.203964601236E+05  0.104323020876E+24  0.182731307142E+08  0.327158543539E+00
  0.573625593894E-05  0.537132530243E-01  0.946286746976E+00  0.713245964053E+03  0.141569828071E+05  0.539585392488E-02  0.203964484490E+05  0.104351948972E+24  0.182731307142E+08  0.327149274058E+00
  0.579361850833E-05  0.542669644885E-01  0.945733035512E+00  0.713248926946E+03  0.141530060775E+05  0.539583151008E-02  0.203964370461E+05  0.104381211559E+24  0.182731307142E+08  0.327139871231E+00
  0.585155470341E-05  0.548264752152E-01  0.945173524785E+00  0.713251816175E+03  0.141489858711E+05  0.539580965273E-02  0.203964259267E+05  0.104410812878E+24  0.182731307142E+08  0.327130332840E+00
  0.591007026044E-05  0.553918462517E-01  0.944608153748E+00  0.713254628561E+03  0.141449216898E+05  0.539578837687E-02  0.203964151030E+05  0.104440757230E+24  0.182731307142E+08  0.327120656630E+00
  0.596917097305E-05  0.559631392484E-01  0.944036860752E+00  0.713257360835E+03  0.141408130299E+05  0.539576770723E-02  0.203964045877E+05  0.104471048976E+24  0.182731307142E+08  0.327110840298E+00
  0.602886269278E-05  0.565404164627E-01  0.943459583537E+00  0.713260009633E+03  0.141366593816E+05  0.539574766925E-02  0.203963943936E+05  0.104501692542E+24  0.182731307142E+08  0.327100881502E+00
  0.608915132971E-05  0.571237407625E-01  0.942876259238E+00  0.713262571494E+03  0.141324602291E+05  0.539572828907E-02  0.203963845341E+05  0.104532692411E+24  0.182731307142E+08  0.327090777854E+00
  0.615004285300E-05  0.577131756301E-01  0.942286824370E+00  0.713265042861E+03  0.141282150505E+05  0.539570959360E-02  0.203963750228E+05  0.104564053135E+24  0.182731307142E+08  0.327080526921E+00
  0.621154329153E-05  0.583087851679E-01  0.941691214832E+00  0.713267420074E+03  0.141239233180E+05  0.539569161051E-02  0.203963658739E+05  0.104595779326E+24  0.182731307142E+08  0.327070126225E+00
  0.627365873445E-05  0.589106340973E-01  0.941089365903E+00  0.713269699370E+03  0.141195844973E+05  0.539567436825E-02  0.203963571019E+05  0.104627875666E+24  0.182731307142E+08  0.327059573240E+00
  0.633639533179E-05  0.595187877642E-01  0.940481212236E+00  0.713271876880E+03  0.141151980481E+05  0.539565789608E-02  0.203963487216E+05  0.104660346899E+24  0.182731307143E+08  0.327048865393E+00
  0.639975929511E-05  0.601333121434E-01  0.939866687857E+00  0.713273948624E+03  0.141107634236E+05  0.539564222409E-02  0.203963407484E+05  0.104693197839E+24  0.182731307143E+08  0.327038000063E+00
  0.646375689806E-05  0.607542738406E-01  0.939245726159E+00  0.713275910513E+03  0.141062800706E+05  0.539562738320E-02  0.203963331979E+05  0.104726433368E+24  0.182731307143E+08  0.327026974578E+00
  0.652839447704E-05  0.613817400962E-01  0.938618259904E+00  0.713277758339E+03  0.141017474296E+05  0.539561340522E-02  0.203963260865E+05  0.104760058438E+24  0.182731307143E+08  0.327015786217E+00
  0.659367843181E-05  0.620157787879E-01  0.937984221212E+00  0.713279487781E+03  0.140971649344E+05  0.539560032283E-02  0.203963194306E+05  0.104794078071E+24  0.182731307143E+08  0.327004432204E+00
  0.665961522613E-05  0.626564584334E-01  0.937343541567E+00  0.713281094393E+03  0.140925320124E+05  0.539558816965E-02  0.203963132475E+05  0.104828497361E+24  0.182731307143E+08  0.326992909714E+00
  0.672621138839E-05  0.633038481935E-01  0.936696151807E+00  0.713282573607E+03  0.140878480842E+05  0.539557698021E-02  0.203963075546E+05  0.104863321475E+24  0.182731307143E+08  0.326981215866E+00
  0.679347351228E-05  0.639580178769E-01  0.936041982123E+00  0.713283920727E+03  0.140831125636E+05  0.539556679004E-02  0.203963023701E+05  0.104898555654E+24  0.182731307143E+08  0.326969347725E+00
  0.686140825740E-05  0.646190379368E-01  0.935380962063E+00  0.713285130927E+03  0.140783248578E+05  0.539555763561E-02  0.203962977126E+05  0.104934205214E+24  0.182731307143E+08  0.326957302299E+00
  0.693002234997E-05  0.652869794782E-01  0.934713020522E+00  0.713286199246E+03  0.140734843670E+05  0.539554955446E-02  0.203962936012E+05  0.104970275546E+24  0.182731307143E+08  0.326945076541E+00
  0.699932258347E-05  0.659619142587E-01  0.934038085741E+00  0.713287120588E+03  0.140685904846E+05  0.539554258511E-02  0.203962900553E+05  0.105006772120E+24  0.182731307143E+08  0.326932667342E+00
  0.706931581931E-05  0.666439146904E-01  0.933356085310E+00  0.713287889714E+03  0.140636425969E+05  0.539553676719E-02  0.203962870953E+05  0.105043700485E+24  0.182731307143E+08  0.326920071538E+00
  0.714000898750E-05  0.673330538420E-01  0.932666946158E+00  0.713288501243E+03  0.140586400832E+05  0.539553214139E-02  0.203962847418E+05  0.105081066268E+24  0.182731307143E+08  0.326907285901E+00
  0.721140908738E-05  0.680294054404E-01  0.931970594560E+00  0.713288949642E+03  0.140535823157E+05  0.539552874956E-02  0.203962830162E+05  0.105118875177E+24  0.182731307143E+08  0.326894307144E+00
  0.728352318825E-05  0.687330438720E-01  0.931266956128E+00  0.713289229231E+03  0.140484686592E+05  0.539552663467E-02  0.203962819401E+05  0.105157133003E+24  0.182731307143E+08  0.326881131913E+00
  0.735635843013E-05  0.694440441867E-01  0.930555955813E+00  0.713289334171E+03  0.140432984716E+05  0.539552584088E-02  0.203962815363E+05  0.105195845622E+24  0.182731307143E+08  0.326867756794E+00
  0.742992202443E-05  0.701624820932E-01  0.929837517907E+00  0.713289258463E+03  0.140380711032E+05  0.539552641355E-02  0.203962818277E+05  0.105235018992E+24  0.182731307143E+08  0.326854178304E+00
  0.750422125468E-05  0.708884339644E-01  0.929111566036E+00  0.713288995947E+03  0.140327858969E+05  0.539552839930E-02  0.203962828380E+05  0.105274659157E+24  0.182731307144E+08  0.326840392895E+00
  0.757926347723E-05  0.716219768370E-01  0.928378023163E+00  0.713288540293E+03  0.140274421884E+05  0.539553184601E-02  0.203962845917E+05  0.105314772252E+24  0.182731307144E+08  0.326826396950E+00
  0.765505612200E-05  0.723631884121E-01  0.927636811588E+00  0.713287884999E+03  0.140220393056E+05  0.539553680285E-02  0.203962871136E+05  0.105355364495E+24  0.182731307144E+08  0.326812186782E+00
  0.773160669322E-05  0.731121470553E-01  0.926887852945E+00  0.713287023388E+03  0.140165765690E+05  0.539554332036E-02  0.203962904296E+05  0.105396442199E+24  0.182731307144E+08  0.326797758635E+00
  0.780892277015E-05  0.738689317967E-01  0.926131068203E+00  0.713285948601E+03  0.140110532914E+05  0.539555145042E-02  0.203962945660E+05  0.105438011765E+24  0.182731307144E+08  0.326783108677E+00
  0.788701200785E-05  0.746336223320E-01  0.925366377668E+00  0.713284653594E+03  0.140054687778E+05  0.539556124634E-02  0.203962995500E+05  0.105480079689E+24  0.182731307144E+08  0.326768233006E+00
  0.796588213793E-05  0.754062990206E-01  0.924593700979E+00  0.713283131131E+03  0.139998223256E+05  0.539557276286E-02  0.203963054093E+05  0.105522652559E+24  0.182731307144E+08  0.326753127642E+00
  0.804554096931E-05  0.761870428831E-01  0.923812957117E+00  0.713281373784E+03  0.139941132242E+05  0.539558605620E-02  0.203963121726E+05  0.105565737061E+24  0.182731307144E+08  0.326737788530E+00
  0.812599638900E-05  0.769759356030E-01  0.923024064397E+00  0.713279373924E+03  0.139883407551E+05  0.539560118410E-02  0.203963198692E+05  0.105609339974E+24  0.182731307144E+08  0.326722211534E+00
  0.820725636289E-05  0.777730595245E-01  0.922226940475E+00  0.713277123717E+03  0.139825041920E+05  0.539561820585E-02  0.203963285293E+05  0.105653468180E+24  0.182731307144E+08  0.326706392442E+00
  0.828932893652E-05  0.785784976508E-01  0.921421502349E+00  0.713274615119E+03  0.139766028005E+05  0.539563718232E-02  0.203963381838E+05  0.105698128658E+24  0.182731307144E+08  0.326690326956E+00
  0.837222223589E-05  0.793923336421E-01  0.920607666358E+00  0.713271839871E+03  0.139706358380E+05  0.539565817604E-02  0.203963488645E+05  0.105743328488E+24  0.182731307144E+08  0.326674010700E+00
  0.845594446825E-05  0.802146518147E-01  0.919785348185E+00  0.713268789494E+03  0.139646025540E+05  0.539568125120E-02  0.203963606041E+05  0.105789074855E+24  0.182731307144E+08  0.326657439209E+00
  0.854050392293E-05  0.810455371365E-01  0.918954462863E+00  0.713265455284E+03  0.139585021896E+05  0.539570647370E-02  0.203963734361E+05  0.105835375046E+24  0.182731307144E+08  0.326640607934E+00
  0.862590897216E-05  0.818850752229E-01  0.918114924777E+00  0.713261828303E+03  0.139523339777E+05  0.539573391120E-02  0.203963873948E+05  0.105882236456E+24  0.182731307144E+08  0.326623512237E+00
  0.871216807188E-05  0.827333523356E-01  0.917266647664E+00  0.713257899379E+03  0.139460971429E+05  0.539576363317E-02  0.203964025156E+05  0.105929666587E+24  0.182731307144E+08  0.326606147392E+00
  0.879928976260E-05  0.835904553787E-01  0.916409544621E+00  0.713253659093E+03  0.139397909016E+05  0.539579571093E-02  0.203964188346E+05  0.105977673047E+24  0.182731307144E+08  0.326588508579E+00
