#--------------------------#
# x [m]  X_O  X_O2  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.956711206726E-06  0.869134775493E-02  0.991308652245E+00  0.712677731301E+03  0.144744772516E+05  0.540015615125E-02  0.203986353336E+05  0.102073955225E+24  0.182731307142E+08  0.327796149502E+00
  0.966278328794E-06  0.877887623590E-02  0.991221123764E+00  0.712679431194E+03  0.144738709036E+05  0.540014327072E-02  0.203986287914E+05  0.102078198630E+24  0.182731307142E+08  0.327795109127E+00
  0.975941122082E-06  0.886729206732E-02  0.991132707933E+00  0.712681146088E+03  0.144732583665E+05  0.540013027659E-02  0.203986221915E+05  0.102082485754E+24  0.182731307142E+08  0.327794057378E+00
  0.985700543302E-06  0.895660435621E-02  0.991043395644E+00  0.712682876091E+03  0.144726395761E+05  0.540011716803E-02  0.203986155335E+05  0.102086817059E+24  0.182731307142E+08  0.327792994120E+00
  0.995557558735E-06  0.904682230508E-02  0.990953177695E+00  0.712684621311E+03  0.144720144673E+05  0.540010394424E-02  0.203986088169E+05  0.102091193015E+24  0.182731307142E+08  0.327791919218E+00
  0.100551314432E-05  0.913795521294E-02  0.990862044787E+00  0.712686381857E+03  0.144713829742E+05  0.540009060439E-02  0.203986020413E+05  0.102095614093E+24  0.182731307142E+08  0.327790832535E+00
  0.101556828577E-05  0.923001247640E-02  0.990769987524E+00  0.712688157837E+03  0.144707450305E+05  0.540007714765E-02  0.203985952063E+05  0.102100080774E+24  0.182731307142E+08  0.327789733931E+00
  0.102572397862E-05  0.932300359066E-02  0.990676996409E+00  0.712689949361E+03  0.144701005689E+05  0.540006357322E-02  0.203985883115E+05  0.102104593541E+24  0.182731307142E+08  0.327788623267E+00
  0.103598122841E-05  0.941693815065E-02  0.990583061849E+00  0.712691756536E+03  0.144694495216E+05  0.540004988026E-02  0.203985813565E+05  0.102109152884E+24  0.182731307142E+08  0.327787500399E+00
  0.104634105069E-05  0.951182585205E-02  0.990488174148E+00  0.712693579471E+03  0.144687918197E+05  0.540003606795E-02  0.203985743408E+05  0.102113759297E+24  0.182731307142E+08  0.327786365182E+00
  0.105680447120E-05  0.960767649244E-02  0.990392323508E+00  0.712695418276E+03  0.144681273941E+05  0.540002213547E-02  0.203985672640E+05  0.102118413281E+24  0.182731307142E+08  0.327785217471E+00
  0.106737252591E-05  0.970449997236E-02  0.990295500028E+00  0.712697273059E+03  0.144674561745E+05  0.540000808200E-02  0.203985601257E+05  0.102123115341E+24  0.182731307142E+08  0.327784057116E+00
  0.107804626117E-05  0.980230629649E-02  0.990197693704E+00  0.712699143930E+03  0.144667780900E+05  0.539999390672E-02  0.203985529256E+05  0.102127865991E+24  0.182731307142E+08  0.327782883968E+00
  0.108882673378E-05  0.990110557471E-02  0.990098894425E+00  0.712701030996E+03  0.144660930690E+05  0.539997960879E-02  0.203985456631E+05  0.102132665746E+24  0.182731307142E+08  0.327781697873E+00
  0.109971501112E-05  0.100009080233E-01  0.989999091977E+00  0.712702934368E+03  0.144654010390E+05  0.539996518739E-02  0.203985383378E+05  0.102137515132E+24  0.182731307142E+08  0.327780498677E+00
  0.111071217123E-05  0.101017239660E-01  0.989898276034E+00  0.712704854154E+03  0.144647019269E+05  0.539995064171E-02  0.203985309494E+05  0.102142414675E+24  0.182731307142E+08  0.327779286225E+00
  0.112181930295E-05  0.102035638355E-01  0.989796436165E+00  0.712706790463E+03  0.144639956585E+05  0.539993597092E-02  0.203985234973E+05  0.102147364913E+24  0.182731307142E+08  0.327778060356E+00
  0.113303750597E-05  0.103064381741E-01  0.989693561826E+00  0.712708743403E+03  0.144632821590E+05  0.539992117420E-02  0.203985159813E+05  0.102152366385E+24  0.182731307142E+08  0.327776820911E+00
  0.114436789103E-05  0.104103576353E-01  0.989589642365E+00  0.712710713083E+03  0.144625613529E+05  0.539990625073E-02  0.203985084009E+05  0.102157419639E+24  0.182731307142E+08  0.327775567727E+00
  0.115581157994E-05  0.105153329849E-01  0.989484667015E+00  0.712712699612E+03  0.144618331636E+05  0.539989119969E-02  0.203985007556E+05  0.102162525229E+24  0.182731307142E+08  0.327774300638E+00
  0.116736970574E-05  0.106213751024E-01  0.989378624898E+00  0.712714703097E+03  0.144610975140E+05  0.539987602026E-02  0.203984930450E+05  0.102167683714E+24  0.182731307142E+08  0.327773019476E+00
  0.117904341280E-05  0.107284949818E-01  0.989271505018E+00  0.712716723647E+03  0.144603543257E+05  0.539986071162E-02  0.203984852688E+05  0.102172895660E+24  0.182731307142E+08  0.327771724074E+00
  0.119083385693E-05  0.108367037332E-01  0.989163296267E+00  0.712718761370E+03  0.144596035200E+05  0.539984527297E-02  0.203984774265E+05  0.102178161640E+24  0.182731307142E+08  0.327770414258E+00
  0.120274220550E-05  0.109460125841E-01  0.989053987416E+00  0.712720816372E+03  0.144588450169E+05  0.539982970349E-02  0.203984695176E+05  0.102183482233E+24  0.182731307142E+08  0.327769089854E+00
  0.121476963755E-05  0.110564328806E-01  0.988943567119E+00  0.712722888761E+03  0.144580787357E+05  0.539981400237E-02  0.203984615419E+05  0.102188858023E+24  0.182731307142E+08  0.327767750686E+00
  0.122691734393E-05  0.111679760884E-01  0.988832023912E+00  0.712724978644E+03  0.144573045949E+05  0.539979816880E-02  0.203984534988E+05  0.102194289603E+24  0.182731307142E+08  0.327766396574E+00
  0.123918652737E-05  0.112806537946E-01  0.988719346205E+00  0.712727086127E+03  0.144565225119E+05  0.539978220199E-02  0.203984453880E+05  0.102199777572E+24  0.182731307142E+08  0.327765027338E+00
  0.125157840264E-05  0.113944777089E-01  0.988605522291E+00  0.712729211316E+03  0.144557324034E+05  0.539976610112E-02  0.203984372091E+05  0.102205322536E+24  0.182731307142E+08  0.327763642793E+00
  0.126409419667E-05  0.115094596646E-01  0.988490540335E+00  0.712731354316E+03  0.144549341852E+05  0.539974986541E-02  0.203984289616E+05  0.102210925107E+24  0.182731307142E+08  0.327762242752E+00
  0.127673514864E-05  0.116256116203E-01  0.988374388380E+00  0.712733515233E+03  0.144541277719E+05  0.539973349405E-02  0.203984206452E+05  0.102216585904E+24  0.182731307142E+08  0.327760827028E+00
  0.128950251012E-05  0.117429456612E-01  0.988257054339E+00  0.712735694171E+03  0.144533130775E+05  0.539971698627E-02  0.203984122594E+05  0.102222305555E+24  0.182731307142E+08  0.327759395427E+00
  0.130239754522E-05  0.118614740006E-01  0.988138525999E+00  0.712737891234E+03  0.144524900148E+05  0.539970034128E-02  0.203984038038E+05  0.102228084692E+24  0.182731307142E+08  0.327757947757E+00
  0.131542153068E-05  0.119812089809E-01  0.988018791019E+00  0.712740106525E+03  0.144516584959E+05  0.539968355829E-02  0.203983952781E+05  0.102233923958E+24  0.182731307142E+08  0.327756483819E+00
  0.132857575598E-05  0.121021630755E-01  0.987897836924E+00  0.712742340147E+03  0.144508184317E+05  0.539966663654E-02  0.203983866818E+05  0.102239824000E+24  0.182731307142E+08  0.327755003415E+00
  0.134186152354E-05  0.122243488900E-01  0.987775651110E+00  0.712744592201E+03  0.144499697323E+05  0.539964957525E-02  0.203983780146E+05  0.102245785474E+24  0.182731307142E+08  0.327753506342E+00
  0.135528014878E-05  0.123477791634E-01  0.987652220837E+00  0.712746862789E+03  0.144491123067E+05  0.539963237366E-02  0.203983692761E+05  0.102251809043E+24  0.182731307142E+08  0.327751992393E+00
  0.136883296027E-05  0.124724667701E-01  0.987527533230E+00  0.712749152011E+03  0.144482460628E+05  0.539961503101E-02  0.203983604659E+05  0.102257895379E+24  0.182731307142E+08  0.327750461363E+00
  0.138252129987E-05  0.125984247212E-01  0.987401575279E+00  0.712751459966E+03  0.144473709078E+05  0.539959754656E-02  0.203983515836E+05  0.102264045159E+24  0.182731307142E+08  0.327748913038E+00
  0.139634652287E-05  0.127256661658E-01  0.987274333834E+00  0.712753786754E+03  0.144464867477E+05  0.539957991955E-02  0.203983426287E+05  0.102270259072E+24  0.182731307142E+08  0.327747347206E+00
  0.141030999810E-05  0.128542043924E-01  0.987145795608E+00  0.712756132471E+03  0.144455934874E+05  0.539956214926E-02  0.203983336011E+05  0.102276537809E+24  0.182731307142E+08  0.327745763649E+00
  0.142441310808E-05  0.129840528312E-01  0.987015947169E+00  0.712758497214E+03  0.144446910308E+05  0.539954423495E-02  0.203983245002E+05  0.102282882075E+24  0.182731307142E+08  0.327744162148E+00
  0.143865724916E-05  0.131152250548E-01  0.986884774945E+00  0.712760881079E+03  0.144437792807E+05  0.539952617590E-02  0.203983153257E+05  0.102289292580E+24  0.182731307142E+08  0.327742542479E+00
  0.145304383165E-05  0.132477347800E-01  0.986752265220E+00  0.712763284160E+03  0.144428581391E+05  0.539950797140E-02  0.203983060773E+05  0.102295770042E+24  0.182731307142E+08  0.327740904415E+00
  0.146757427996E-05  0.133815958698E-01  0.986618404130E+00  0.712765706550E+03  0.144419275065E+05  0.539948962075E-02  0.203982967545E+05  0.102302315189E+24  0.182731307142E+08  0.327739247728E+00
  0.148225003276E-05  0.135168223345E-01  0.986483177665E+00  0.712768148341E+03  0.144409872826E+05  0.539947112325E-02  0.203982873571E+05  0.102308928755E+24  0.182731307142E+08  0.327737572184E+00
  0.149707254309E-05  0.136534283336E-01  0.986346571666E+00  0.712770609625E+03  0.144400373659E+05  0.539945247822E-02  0.203982778847E+05  0.102315611486E+24  0.182731307142E+08  0.327735877548E+00
  0.151204327852E-05  0.137914281773E-01  0.986208571823E+00  0.712773090489E+03  0.144390776538E+05  0.539943368499E-02  0.203982683369E+05  0.102322364132E+24  0.182731307142E+08  0.327734163580E+00
  0.152716372131E-05  0.139308363282E-01  0.986069163672E+00  0.712775591023E+03  0.144381080424E+05  0.539941474289E-02  0.203982587134E+05  0.102329187457E+24  0.182731307142E+08  0.327732430038E+00
  0.154243536852E-05  0.140716674032E-01  0.985928332597E+00  0.712778111313E+03  0.144371284270E+05  0.539939565127E-02  0.203982490139E+05  0.102336082230E+24  0.182731307142E+08  0.327730676674E+00
  0.155785973221E-05  0.142139361747E-01  0.985786063825E+00  0.712780651442E+03  0.144361387013E+05  0.539937640949E-02  0.203982392380E+05  0.102343049230E+24  0.182731307142E+08  0.327728903240E+00
  0.157343833953E-05  0.143576575729E-01  0.985642342427E+00  0.712783211496E+03  0.144351387582E+05  0.539935701693E-02  0.203982293855E+05  0.102350089247E+24  0.182731307142E+08  0.327727109481E+00
  0.158917273292E-05  0.145028466872E-01  0.985497153313E+00  0.712785791554E+03  0.144341284892E+05  0.539933747297E-02  0.203982194560E+05  0.102357203076E+24  0.182731307142E+08  0.327725295141E+00
  0.160506447025E-05  0.146495187681E-01  0.985350481232E+00  0.712788391698E+03  0.144331077846E+05  0.539931777701E-02  0.203982094491E+05  0.102364391526E+24  0.182731307142E+08  0.327723459960E+00
  0.162111512496E-05  0.147976892286E-01  0.985202310771E+00  0.712791012004E+03  0.144320765337E+05  0.539929792847E-02  0.203981993647E+05  0.102371655412E+24  0.182731307142E+08  0.327721603672E+00
  0.163732628621E-05  0.149473736463E-01  0.985052626354E+00  0.712793652548E+03  0.144310346242E+05  0.539927792676E-02  0.203981892023E+05  0.102378995561E+24  0.182731307142E+08  0.327719726009E+00
  0.165369955907E-05  0.150985877655E-01  0.984901412234E+00  0.712796313405E+03  0.144299819429E+05  0.539925777135E-02  0.203981789618E+05  0.102386412808E+24  0.182731307142E+08  0.327717826699E+00
  0.167023656466E-05  0.152513474985E-01  0.984748652502E+00  0.712798994646E+03  0.144289183751E+05  0.539923746168E-02  0.203981686429E+05  0.102393907999E+24  0.182731307142E+08  0.327715905466E+00
  0.168693894030E-05  0.154056689277E-01  0.984594331072E+00  0.712801696341E+03  0.144278438049E+05  0.539921699724E-02  0.203981582452E+05  0.102401481988E+24  0.182731307142E+08  0.327713962029E+00
  0.170380833971E-05  0.155615683077E-01  0.984438431692E+00  0.712804418556E+03  0.144267581152E+05  0.539919637751E-02  0.203981477686E+05  0.102409135642E+24  0.182731307142E+08  0.327711996105E+00
  0.172084643310E-05  0.157190620667E-01  0.984280937933E+00  0.712807161358E+03  0.144256611874E+05  0.539917560201E-02  0.203981372127E+05  0.102416869837E+24  0.182731307142E+08  0.327710007405E+00
  0.173805490744E-05  0.158781668089E-01  0.984121833191E+00  0.712809924808E+03  0.144245529018E+05  0.539915467027E-02  0.203981265773E+05  0.102424685457E+24  0.182731307142E+08  0.327707995635E+00
  0.175543546651E-05  0.160388993161E-01  0.983961100684E+00  0.712812708966E+03  0.144234331371E+05  0.539913358184E-02  0.203981158623E+05  0.102432583400E+24  0.182731307142E+08  0.327705960500E+00
  0.177298983118E-05  0.162012765499E-01  0.983798723450E+00  0.712815513890E+03  0.144223017709E+05  0.539911233629E-02  0.203981050673E+05  0.102440564574E+24  0.182731307142E+08  0.327703901698E+00
  0.179071973949E-05  0.163653156534E-01  0.983634684347E+00  0.712818339634E+03  0.144211586792E+05  0.539909093320E-02  0.203980941923E+05  0.102448629895E+24  0.182731307142E+08  0.327701818923E+00
  0.180862694688E-05  0.165310339537E-01  0.983468966046E+00  0.712821186250E+03  0.144200037368E+05  0.539906937221E-02  0.203980832369E+05  0.102456780293E+24  0.182731307142E+08  0.327699711864E+00
  0.182671322635E-05  0.166984489634E-01  0.983301551037E+00  0.712824053785E+03  0.144188368170E+05  0.539904765293E-02  0.203980722009E+05  0.102465016707E+24  0.182731307142E+08  0.327697580207E+00
  0.184498036861E-05  0.168675783829E-01  0.983132421617E+00  0.712826942287E+03  0.144176577917E+05  0.539902577503E-02  0.203980610843E+05  0.102473340090E+24  0.182731307142E+08  0.327695423632E+00
  0.186343018230E-05  0.170384401024E-01  0.982961559898E+00  0.712829851797E+03  0.144164665313E+05  0.539900373819E-02  0.203980498869E+05  0.102481751402E+24  0.182731307142E+08  0.327693241816E+00
  0.188206449412E-05  0.172110522049E-01  0.982788947795E+00  0.712832782354E+03  0.144152629048E+05  0.539898154211E-02  0.203980386084E+05  0.102490251618E+24  0.182731307142E+08  0.327691034428E+00
  0.190088514906E-05  0.173854329661E-01  0.982614567034E+00  0.712835733994E+03  0.144140467798E+05  0.539895918654E-02  0.203980272488E+05  0.102498841724E+24  0.182731307142E+08  0.327688801134E+00
  0.191989401056E-05  0.175616008585E-01  0.982438399142E+00  0.712838706750E+03  0.144128180222E+05  0.539893667123E-02  0.203980158079E+05  0.102507522717E+24  0.182731307142E+08  0.327686541596E+00
  0.193909296066E-05  0.177395745530E-01  0.982260425447E+00  0.712841700648E+03  0.144115764966E+05  0.539891399597E-02  0.203980042857E+05  0.102516295606E+24  0.182731307142E+08  0.327684255470E+00
  0.195848390027E-05  0.179193729211E-01  0.982080627079E+00  0.712844715715E+03  0.144103220660E+05  0.539889116058E-02  0.203979926820E+05  0.102525161412E+24  0.182731307142E+08  0.327681942405E+00
  0.197806874927E-05  0.181010150371E-01  0.981898984963E+00  0.712847751970E+03  0.144090545918E+05  0.539886816491E-02  0.203979809967E+05  0.102534121170E+24  0.182731307142E+08  0.327679602048E+00
  0.199784944676E-05  0.182845201801E-01  0.981715479820E+00  0.712850809430E+03  0.144077739338E+05  0.539884500884E-02  0.203979692298E+05  0.102543175926E+24  0.182731307142E+08  0.327677234038E+00
  0.201782795123E-05  0.184699078368E-01  0.981530092163E+00  0.712853888108E+03  0.144064799504E+05  0.539882169227E-02  0.203979573813E+05  0.102552326737E+24  0.182731307142E+08  0.327674838009E+00
  0.203800624074E-05  0.186571977032E-01  0.981342802297E+00  0.712856988012E+03  0.144051724982E+05  0.539879821516E-02  0.203979454511E+05  0.102561574676E+24  0.182731307142E+08  0.327672413592E+00
  0.205838631315E-05  0.188464096874E-01  0.981153590313E+00  0.712860109144E+03  0.144038514323E+05  0.539877457747E-02  0.203979334392E+05  0.102570920828E+24  0.182731307142E+08  0.327669960409E+00
  0.207897018628E-05  0.190375639117E-01  0.980962436088E+00  0.712863251504E+03  0.144025166062E+05  0.539875077923E-02  0.203979213456E+05  0.102580366289E+24  0.182731307142E+08  0.327667478078E+00
  0.209975989814E-05  0.192306807149E-01  0.980769319285E+00  0.712866415085E+03  0.144011678715E+05  0.539872682048E-02  0.203979091703E+05  0.102589912171E+24  0.182731307142E+08  0.327664966210E+00
  0.212075750713E-05  0.194257806548E-01  0.980574219345E+00  0.712869599878E+03  0.143998050783E+05  0.539870270131E-02  0.203978969134E+05  0.102599559598E+24  0.182731307142E+08  0.327662424412E+00
  0.214196509220E-05  0.196228845107E-01  0.980377115489E+00  0.712872805865E+03  0.143984280750E+05  0.539867842185E-02  0.203978845749E+05  0.102609309708E+24  0.182731307142E+08  0.327659852283E+00
  0.216338475312E-05  0.198220132860E-01  0.980177986714E+00  0.712876033025E+03  0.143970367083E+05  0.539865398225E-02  0.203978721550E+05  0.102619163653E+24  0.182731307142E+08  0.327657249418E+00
  0.218501861065E-05  0.200231882102E-01  0.979976811790E+00  0.712879281331E+03  0.143956308229E+05  0.539862938274E-02  0.203978596536E+05  0.102629122599E+24  0.182731307142E+08  0.327654615403E+00
  0.220686880676E-05  0.202264307412E-01  0.979773569259E+00  0.712882550752E+03  0.143942102621E+05  0.539860462356E-02  0.203978470710E+05  0.102639187726E+24  0.182731307142E+08  0.327651949819E+00
  0.222893750482E-05  0.204317625684E-01  0.979568237432E+00  0.712885841247E+03  0.143927748672E+05  0.539857970500E-02  0.203978344073E+05  0.102649360228E+24  0.182731307142E+08  0.327649252241E+00
  0.225122688987E-05  0.206392056154E-01  0.979360794385E+00  0.712889152773E+03  0.143913244777E+05  0.539855462742E-02  0.203978216626E+05  0.102659641316E+24  0.182731307142E+08  0.327646522237E+00
  0.227373916877E-05  0.208487820419E-01  0.979151217958E+00  0.712892485279E+03  0.143898589313E+05  0.539852939120E-02  0.203978088372E+05  0.102670032212E+24  0.182731307142E+08  0.327643759369E+00
  0.229647657046E-05  0.210605142467E-01  0.978939485753E+00  0.712895838708E+03  0.143883780639E+05  0.539850399676E-02  0.203977959313E+05  0.102680534155E+24  0.182731307142E+08  0.327640963190E+00
  0.231944134616E-05  0.212744248704E-01  0.978725575130E+00  0.712899212996E+03  0.143868817093E+05  0.539847844462E-02  0.203977829451E+05  0.102691148401E+24  0.182731307142E+08  0.327638133248E+00
  0.234263576963E-05  0.214905367979E-01  0.978509463202E+00  0.712902608072E+03  0.143853696997E+05  0.539845273529E-02  0.203977698789E+05  0.102701876219E+24  0.182731307142E+08  0.327635269083E+00
  0.236606213732E-05  0.217088731609E-01  0.978291126839E+00  0.712906023858E+03  0.143838418652E+05  0.539842686938E-02  0.203977567330E+05  0.102712718893E+24  0.182731307141E+08  0.327632370228E+00
  0.238972276869E-05  0.219294573412E-01  0.978070542659E+00  0.712909460271E+03  0.143822980340E+05  0.539840084753E-02  0.203977435077E+05  0.102723677726E+24  0.182731307141E+08  0.327629436210E+00
  0.241362000638E-05  0.221523129726E-01  0.977847687027E+00  0.712912917216E+03  0.143807380323E+05  0.539837467045E-02  0.203977302034E+05  0.102734754034E+24  0.182731307141E+08  0.327626466547E+00
  0.243775621645E-05  0.223774639444E-01  0.977622536056E+00  0.712916394595E+03  0.143791616844E+05  0.539834833891E-02  0.203977168205E+05  0.102745949151E+24  0.182731307141E+08  0.327623460749E+00
  0.246213378861E-05  0.226049344053E-01  0.977395065595E+00  0.712919892299E+03  0.143775688123E+05  0.539832185371E-02  0.203977033593E+05  0.102757264427E+24  0.182731307141E+08  0.327620418320E+00
  0.248675513650E-05  0.228347487623E-01  0.977165251238E+00  0.712923410212E+03  0.143759592364E+05  0.539829521575E-02  0.203976898203E+05  0.102768701229E+24  0.182731307141E+08  0.327617338754E+00
  0.251162269786E-05  0.230669316874E-01  0.976933068313E+00  0.712926948208E+03  0.143743327746E+05  0.539826842598E-02  0.203976762041E+05  0.102780260940E+24  0.182731307141E+08  0.327614221539E+00
  0.253673893484E-05  0.233015081190E-01  0.976698491881E+00  0.712930506155E+03  0.143726892430E+05  0.539824148541E-02  0.203976625111E+05  0.102791944963E+24  0.182731307141E+08  0.327611066154E+00
  0.256210633419E-05  0.235385032650E-01  0.976461496735E+00  0.712934083909E+03  0.143710284555E+05  0.539821439513E-02  0.203976487418E+05  0.102803754715E+24  0.182731307141E+08  0.327607872069E+00
  0.258772740753E-05  0.237779426059E-01  0.976222057394E+00  0.712937681320E+03  0.143693502237E+05  0.539818715630E-02  0.203976348969E+05  0.102815691632E+24  0.182731307141E+08  0.327604638746E+00
  0.261360469161E-05  0.240198518974E-01  0.975980148103E+00  0.712941298224E+03  0.143676543573E+05  0.539815977013E-02  0.203976209770E+05  0.102827757169E+24  0.182731307141E+08  0.327601365640E+00
  0.263974074852E-05  0.242642571738E-01  0.975735742826E+00  0.712944934452E+03  0.143659406635E+05  0.539813223794E-02  0.203976069827E+05  0.102839952798E+24  0.182731307141E+08  0.327598052194E+00
  0.266613816601E-05  0.245111847506E-01  0.975488815249E+00  0.712948589822E+03  0.143642089475E+05  0.539810456109E-02  0.203975929147E+05  0.102852280010E+24  0.182731307141E+08  0.327594697845E+00
  0.269279955767E-05  0.247606612279E-01  0.975239338772E+00  0.712952264141E+03  0.143624590122E+05  0.539807674105E-02  0.203975787738E+05  0.102864740315E+24  0.182731307141E+08  0.327591302020E+00
  0.271972756324E-05  0.250127134935E-01  0.974987286506E+00  0.712955957209E+03  0.143606906582E+05  0.539804877935E-02  0.203975645608E+05  0.102877335241E+24  0.182731307141E+08  0.327587864135E+00
  0.274692484888E-05  0.252673687279E-01  0.974732631272E+00  0.712959668812E+03  0.143589036837E+05  0.539802067760E-02  0.203975502764E+05  0.102890066335E+24  0.182731307141E+08  0.327584383600E+00
  0.277439410736E-05  0.255246544016E-01  0.974475345598E+00  0.712963398724E+03  0.143570978846E+05  0.539799243752E-02  0.203975359215E+05  0.102902935166E+24  0.182731307141E+08  0.327580859812E+00
  0.280213805844E-05  0.257845982840E-01  0.974215401716E+00  0.712967146709E+03  0.143552730546E+05  0.539796406090E-02  0.203975214971E+05  0.102915943320E+24  0.182731307141E+08  0.327577292160E+00
  0.283015944902E-05  0.260472284447E-01  0.973952771555E+00  0.712970912519E+03  0.143534289848E+05  0.539793554963E-02  0.203975070041E+05  0.102929092405E+24  0.182731307141E+08  0.327573680023E+00
  0.285846105351E-05  0.263125732566E-01  0.973687426743E+00  0.712974695892E+03  0.143515654640E+05  0.539790690570E-02  0.203974924434E+05  0.102942384048E+24  0.182731307141E+08  0.327570022769E+00
  0.288704567405E-05  0.265806613997E-01  0.973419338600E+00  0.712978496554E+03  0.143496822784E+05  0.539787813117E-02  0.203974778163E+05  0.102955819898E+24  0.182731307141E+08  0.327566319757E+00
  0.291591614079E-05  0.268515218636E-01  0.973148478136E+00  0.712982314219E+03  0.143477792119E+05  0.539784922822E-02  0.203974631237E+05  0.102969401623E+24  0.182731307141E+08  0.327562570334E+00
  0.294507531220E-05  0.271251839516E-01  0.972874816048E+00  0.712986148585E+03  0.143458560457E+05  0.539782019914E-02  0.203974483668E+05  0.102983130914E+24  0.182731307141E+08  0.327558773837E+00
  0.297452607532E-05  0.274016772838E-01  0.972598322716E+00  0.712989999340E+03  0.143439125586E+05  0.539779104631E-02  0.203974335469E+05  0.102997009483E+24  0.182731307141E+08  0.327554929592E+00
  0.300427134607E-05  0.276810318000E-01  0.972318968200E+00  0.712993866153E+03  0.143419485267E+05  0.539776177221E-02  0.203974186651E+05  0.103011039065E+24  0.182731307141E+08  0.327551036914E+00
  0.303431406953E-05  0.279632777641E-01  0.972036722236E+00  0.712997748681E+03  0.143399637236E+05  0.539773237946E-02  0.203974037229E+05  0.103025221414E+24  0.182731307141E+08  0.327547095106E+00
  0.306465722023E-05  0.282484457666E-01  0.971751554233E+00  0.713001646566E+03  0.143379579201E+05  0.539770287078E-02  0.203973887216E+05  0.103039558309E+24  0.182731307141E+08  0.327543103461E+00
  0.309530380243E-05  0.285365667286E-01  0.971463433271E+00  0.713005559434E+03  0.143359308846E+05  0.539767324899E-02  0.203973736626E+05  0.103054051552E+24  0.182731307141E+08  0.327539061258E+00
  0.312625685045E-05  0.288276719054E-01  0.971172328095E+00  0.713009486895E+03  0.143338823824E+05  0.539764351706E-02  0.203973585474E+05  0.103068702967E+24  0.182731307141E+08  0.327534967766E+00
  0.315751942896E-05  0.291217928895E-01  0.970878207110E+00  0.713013428541E+03  0.143318121764E+05  0.539761367807E-02  0.203973433777E+05  0.103083514403E+24  0.182731307141E+08  0.327530822241E+00
  0.318909463325E-05  0.294189616149E-01  0.970581038385E+00  0.713017383949E+03  0.143297200266E+05  0.539758373523E-02  0.203973281550E+05  0.103098487730E+24  0.182731307141E+08  0.327526623926E+00
  0.322098558958E-05  0.297192103616E-01  0.970280789638E+00  0.713021352679E+03  0.143276056901E+05  0.539755369188E-02  0.203973128811E+05  0.103113624844E+24  0.182731307141E+08  0.327522372053E+00
  0.325319545548E-05  0.300225717565E-01  0.969977428244E+00  0.713025334272E+03  0.143254689212E+05  0.539752355149E-02  0.203972975576E+05  0.103128927667E+24  0.182731307141E+08  0.327518065839E+00
  0.328572742003E-05  0.303290787778E-01  0.969670921222E+00  0.713029328250E+03  0.143233094714E+05  0.539749331768E-02  0.203972821865E+05  0.103144398143E+24  0.182731307141E+08  0.327513704489E+00
  0.331858470423E-05  0.306387647603E-01  0.969361235240E+00  0.713033334117E+03  0.143211270893E+05  0.539746299422E-02  0.203972667696E+05  0.103160038242E+24  0.182731307141E+08  0.327509287195E+00
  0.335177056127E-05  0.309516633983E-01  0.969048336602E+00  0.713037351357E+03  0.143189215204E+05  0.539743258501E-02  0.203972513089E+05  0.103175849961E+24  0.182731307141E+08  0.327504813133E+00
  0.338528827689E-05  0.312678087493E-01  0.968732191251E+00  0.713041379434E+03  0.143166925072E+05  0.539740209411E-02  0.203972358066E+05  0.103191835322E+24  0.182731307141E+08  0.327500281469E+00
  0.341914116966E-05  0.315872352376E-01  0.968412764762E+00  0.713045417792E+03  0.143144397894E+05  0.539737152573E-02  0.203972202647E+05  0.103207996372E+24  0.182731307141E+08  0.327495691351E+00
  0.345333259135E-05  0.319099776588E-01  0.968090022341E+00  0.713049465853E+03  0.143121631035E+05  0.539734088425E-02  0.203972046854E+05  0.103224335188E+24  0.182731307141E+08  0.327491041915E+00
  0.348786592727E-05  0.322360711826E-01  0.967763928817E+00  0.713053523017E+03  0.143098621828E+05  0.539731017422E-02  0.203971890711E+05  0.103240853871E+24  0.182731307141E+08  0.327486332281E+00
  0.352274459654E-05  0.325655513576E-01  0.967434448642E+00  0.713057588664E+03  0.143075367576E+05  0.539727940032E-02  0.203971734242E+05  0.103257554550E+24  0.182731307141E+08  0.327481561554E+00
  0.355797205250E-05  0.328984541148E-01  0.967101545885E+00  0.713061662149E+03  0.143051865549E+05  0.539724856746E-02  0.203971577471E+05  0.103274439383E+24  0.182731307141E+08  0.327476728825E+00
  0.359355178303E-05  0.332348157714E-01  0.966765184229E+00  0.713065742802E+03  0.143028112987E+05  0.539721768068E-02  0.203971420424E+05  0.103291510557E+24  0.182731307141E+08  0.327471833167E+00
  0.362948731086E-05  0.335746730350E-01  0.966425326965E+00  0.713069829933E+03  0.143004107094E+05  0.539718674524E-02  0.203971263128E+05  0.103308770285E+24  0.182731307141E+08  0.327466873640E+00
  0.366578219397E-05  0.339180630075E-01  0.966081936992E+00  0.713073922822E+03  0.142979845044E+05  0.539715576656E-02  0.203971105610E+05  0.103326220811E+24  0.182731307141E+08  0.327461849286E+00
  0.370244002591E-05  0.342650231890E-01  0.965734976811E+00  0.713078020728E+03  0.142955323977E+05  0.539712475027E-02  0.203970947900E+05  0.103343864409E+24  0.182731307141E+08  0.327456759130E+00
