# i,j,K[cm^3/s]
25,5,1.53523720e-12
25,6,2.80640418e-12
25,7,4.46780469e-12
25,8,6.74035917e-12
25,9,9.53659614e-12
25,10,1.32391781e-11
25,11,1.77146339e-11
25,12,2.23614825e-11
25,13,2.83902672e-11
25,14,3.47262124e-11
25,15,4.08568304e-11
25,16,4.52657844e-11
25,17,5.12551662e-11
25,18,3.84880191e-11
25,19,3.00287605e-11
25,20,2.17553504e-11
25,21,1.58455133e-11
25,22,1.13685756e-11
25,23,8.42175100e-12
25,24,5.20722401e-12
26,1,2.24139899e-14
26,2,6.42150470e-14
26,3,1.86825220e-13
26,4,4.54518248e-13
26,5,9.38134322e-13
26,6,1.87161085e-12
26,7,3.41765395e-12
26,8,5.77213936e-12
26,9,8.79089497e-12
26,10,1.26801398e-11
26,11,1.79670145e-11
26,12,2.30847385e-11
26,13,2.93900210e-11
26,14,3.55004567e-11
26,15,4.16192604e-11
26,16,4.64297590e-11
26,17,5.26484510e-11
26,18,3.94256248e-11
26,19,3.15066033e-11
26,20,2.26056203e-11
26,21,1.64581790e-11
26,22,1.17600329e-11
26,23,9.17596127e-12
26,24,5.64906668e-12
26,25,4.00466255e-12
27,1,1.34290042e-14
27,2,4.30477562e-14
27,3,1.29503952e-13
27,4,2.58744735e-13
27,5,5.89205021e-13
27,6,1.13804739e-12
27,7,2.38366150e-12
27,8,4.35203897e-12
27,9,7.31868060e-12
27,10,1.12605041e-11
27,11,1.60790380e-11
27,12,2.17423749e-11
27,13,2.87710104e-11
27,14,3.62438885e-11
27,15,4.36284198e-11
27,16,4.79920067e-11
27,17,5.48936244e-11
27,18,4.18241692e-11
27,19,3.26331121e-11
27,20,2.34173519e-11
27,21,1.77470243e-11
27,22,1.29913615e-11
27,23,9.70823591e-12
27,24,6.43532268e-12
27,25,4.56395815e-12
27,26,3.02783228e-12
