# i,j,K[cm^3/s]
21,12,2.23580856e-11
21,13,2.71284093e-11
21,14,3.23288619e-11
21,15,3.85512941e-11
21,16,4.52311864e-11
21,17,5.18452318e-11
21,18,3.58604211e-11
21,19,2.53047889e-11
21,20,1.71369216e-11
22,1,1.26222496e-13
22,2,3.93511787e-13
22,3,8.79129006e-13
22,4,1.62991582e-12
22,5,2.59523341e-12
22,6,4.09441152e-12
22,7,5.75377963e-12
22,8,7.98992811e-12
22,9,1.07023240e-11
22,10,1.39808959e-11
22,11,1.78098015e-11
22,12,2.19116925e-11
22,13,2.66644230e-11
22,14,3.17612999e-11
22,15,3.79517911e-11
22,16,4.44450299e-11
22,17,5.11212663e-11
22,18,3.52187397e-11
22,19,2.53461183e-11
22,20,1.68337399e-11
22,21,1.19704320e-11
23,1,6.78087809e-14
23,2,2.73235857e-13
23,3,6.91419009e-13
23,4,1.31816491e-12
23,5,2.20330977e-12
23,6,3.65577192e-12
23,7,5.32240700e-12
23,8,7.48430925e-12
23,9,1.02267588e-11
23,10,1.34512984e-11
23,11,1.72855954e-11
23,12,2.14899478e-11
23,13,2.67472238e-11
23,14,3.23978808e-11
23,15,3.90035166e-11
23,16,4.53474851e-11
23,17,5.04349171e-11
23,18,3.59183716e-11
23,19,2.64525328e-11
23,20,1.86884702e-11
23,21,1.35440634e-11
23,22,9.37813376e-12
24,1,5.78538109e-14
24,2,1.88576461e-13
24,3,5.07826059e-13
24,4,1.02721558e-12
24,5,1.89952535e-12
24,6,3.08607021e-12
24,7,4.67209742e-12
24,8,6.97458037e-12
24,9,1.00101993e-11
24,10,1.32285025e-11
24,11,1.72943381e-11
24,12,2.18208169e-11
24,13,2.70009817e-11
24,14,3.29815048e-11
24,15,3.89151231e-11
24,16,4.48560912e-11
24,17,5.09833421e-11
24,18,3.67276727e-11
24,19,2.67634513e-11
24,20,1.89762057e-11
24,21,1.36668572e-11
24,22,1.00972749e-11
24,23,6.60984202e-12
25,1,3.86187966e-14
25,2,1.05428813e-13
25,3,2.75420223e-13
25,4,7.11496709e-13
25,5,1.46196318e-12
25,6,2.57223996e-12
25,7,4.13713106e-12
25,8,6.50256276e-12
25,9,9.45799589e-12
25,10,1.25869409e-11
25,11,1.70704448e-11
25,12,2.19649439e-11
25,13,2.71367424e-11
25,14,3.28601390e-11
25,15,4.00776455e-11
25,16,4.56089075e-11
25,17,5.15594119e-11
25,18,3.69909517e-11
25,19,2.87649924e-11
25,20,2.00514389e-11
25,21,1.39711822e-11
25,22,1.01563643e-11
25,23,7.58992514e-12
25,24,4.70196123e-12
26,1,2.21584467e-14
26,2,6.49442521e-14
26,3,1.77960504e-13
26,4,3.63600645e-13
26,5,7.98851230e-13
26,6,1.63083012e-12
26,7,3.22260690e-12
26,8,5.23546075e-12
26,9,8.72187194e-12
26,10,1.22721788e-11
26,11,1.77158851e-11
26,12,2.28973332e-11
26,13,2.91342137e-11
26,14,3.52851314e-11
26,15,4.11160648e-11
26,16,4.56492966e-11
26,17,5.20307683e-11
26,18,3.84344839e-11
26,19,2.96186749e-11
26,20,2.11865910e-11
26,21,1.60227783e-11
26,22,1.13908160e-11
26,23,8.44094140e-12
26,24,5.53290514e-12
26,25,3.61572741e-12
27,1,1.72541951e-14
27,2,4.95769108e-14
27,3,1.13204147e-13
27,4,2.53594651e-13
27,5,4.89821080e-13
27,6,1.14394388e-12
27,7,2.32933650e-12
27,8,4.08498483e-12
27,9,7.12794821e-12
27,10,1.10173493e-11
27,11,1.56623979e-11
27,12,2.15338497e-11
27,13,2.82517938e-11
27,14,3.55471280e-11
27,15,4.26511163e-11
27,16,4.85302153e-11
27,17,5.54462699e-11
27,18,4.08562395e-11
27,19,3.16130157e-11
27,20,2.17679358e-11
27,21,1.78064261e-11
27,22,1.24684876e-11
27,23,9.26418133e-12
27,24,6.54248090e-12
27,25,4.15335786e-12
27,26,2.82572707e-12
