# i,j,K[cm^3/s]
14,6,2.90392679e-12
14,7,3.82437452e-12
14,8,5.10473456e-12
14,9,6.93301818e-12
14,10,9.15928061e-12
14,11,1.17278519e-11
14,12,1.35317087e-11
14,13,1.36982392e-11
15,1,1.72451897e-13
15,2,3.99181095e-13
15,3,7.30206423e-13
15,4,1.15244465e-12
15,5,1.73992950e-12
15,6,2.49322359e-12
15,7,3.35389835e-12
15,8,4.60507251e-12
15,9,6.34332556e-12
15,10,8.62833233e-12
15,11,1.16355701e-11
15,12,1.44698670e-11
15,13,1.69438312e-11
15,14,1.76001727e-11
16,1,1.33854421e-13
16,2,3.18565693e-13
16,3,6.09285606e-13
16,4,9.74612064e-13
16,5,1.47116784e-12
16,6,2.14631357e-12
16,7,2.92184718e-12
16,8,4.08099619e-12
16,9,5.59168857e-12
16,10,7.50676904e-12
16,11,1.02196201e-11
16,12,1.34249324e-11
16,13,1.71281179e-11
16,14,2.09646618e-11
16,15,2.41156723e-11
17,1,1.02923075e-13
17,2,2.42626916e-13
17,3,4.73616316e-13
17,4,7.46013390e-13
17,5,1.14296399e-12
17,6,1.67852142e-12
17,7,2.31408720e-12
17,8,3.26061591e-12
17,9,4.55410278e-12
17,10,6.26604355e-12
17,11,8.72967576e-12
17,12,1.17302253e-11
17,13,1.56731531e-11
17,14,2.05338517e-11
17,15,2.73738733e-11
17,16,3.92898480e-11
18,1,8.27056702e-14
18,2,1.92476847e-13
18,3,3.78881165e-13
18,4,6.16396970e-13
18,5,9.79891624e-13
18,6,1.47440602e-12
18,7,2.10848186e-12
18,8,2.99930893e-12
18,9,4.24652195e-12
18,10,5.97523485e-12
18,11,8.52664368e-12
18,12,1.17361473e-11
18,13,1.61520809e-11
18,14,2.14764319e-11
18,15,2.85776248e-11
18,16,3.94029584e-11
18,17,5.33814714e-11
19,1,6.87741184e-14
19,2,1.55912772e-13
19,3,3.40093733e-13
19,4,5.56091281e-13
19,5,8.99975533e-13
19,6,1.42328740e-12
19,7,2.02507323e-12
19,8,2.94817598e-12
19,9,4.26672363e-12
19,10,6.11059286e-12
19,11,8.72472359e-12
19,12,1.19862088e-11
19,13,1.61823598e-11
19,14,2.12917985e-11
19,15,2.71188242e-11
19,16,3.44606507e-11
19,17,4.05547264e-11
19,18,1.26900100e-11
20,1,5.60779043e-14
20,2,1.47183117e-13
20,3,2.86809774e-13
20,4,5.16384158e-13
20,5,8.52364139e-13
20,6,1.33999913e-12
20,7,1.97371499e-12
20,8,2.94693441e-12
20,9,4.16964467e-12
20,10,5.87325786e-12
20,11,8.23102117e-12
20,12,1.10721902e-11
20,13,1.46427011e-11
20,14,1.89032440e-11
20,15,2.37705425e-11
20,16,2.94300213e-11
20,17,3.30008026e-11
20,18,1.29443415e-11
20,19,3.47935501e-12
21,1,4.73102934e-14
21,2,1.25048324e-13
21,3,2.69386533e-13
21,4,4.54974041e-13
21,5,8.10612024e-13
21,6,1.29074582e-12
21,7,1.88214400e-12
21,8,2.78163544e-12
21,9,3.93833133e-12
21,10,5.47868722e-12
21,11,7.46587396e-12
21,12,9.93140908e-12
21,13,1.31570004e-11
21,14,1.68596344e-11
21,15,2.13416667e-11
21,16,2.64531151e-11
21,17,2.90214511e-11
21,18,1.33179174e-11
21,19,4.40326948e-12
21,20,1.28547038e-12
22,1,4.49615525e-14
22,2,1.10849353e-13
22,3,2.08920706e-13
22,4,3.93034511e-13
22,5,6.89415925e-13
22,6,1.10506261e-12
22,7,1.68545886e-12
22,8,2.48725963e-12
22,9,3.53198707e-12
22,10,4.85529917e-12
22,11,6.67745191e-12
22,12,8.89559348e-12
22,13,1.19044740e-11
22,14,1.54999386e-11
22,15,2.00061661e-11
22,16,2.53016760e-11
22,17,2.87207459e-11
22,18,1.52378721e-11
22,19,5.87001254e-12
22,20,1.77741549e-12
22,21,5.84056019e-13
23,1,3.64060009e-14
23,2,7.59487294e-14
23,3,1.58126774e-13
23,4,3.06780477e-13
23,5,5.58763072e-13
23,6,9.64631409e-13
23,7,1.41944360e-12
23,8,2.17714791e-12
23,9,3.17861523e-12
23,10,4.40010707e-12
23,11,6.14678027e-12
23,12,8.31009910e-12
23,13,1.14906739e-11
23,14,1.55931808e-11
23,15,2.07618917e-11
23,16,2.50382504e-11
23,17,2.76284358e-11
23,18,1.60300727e-11
23,19,6.96466905e-12
23,20,2.27888061e-12
23,21,7.71041538e-13
23,22,3.08393770e-13
24,1,2.72597320e-14
24,2,5.84683198e-14
24,3,1.25882165e-13
24,4,2.46219602e-13
24,5,3.91556000e-13
24,6,6.97274014e-13
24,7,1.13995507e-12
24,8,1.87236894e-12
24,9,2.80584238e-12
24,10,4.04900235e-12
24,11,5.72059930e-12
24,12,7.92424102e-12
24,13,1.10814128e-11
24,14,1.51126283e-11
24,15,1.99547866e-11
24,16,2.45136809e-11
24,17,2.89543000e-11
24,18,1.85062178e-11
24,19,9.13886922e-12
24,20,3.27653123e-12
24,21,1.01402334e-12
24,22,3.16139186e-13
24,23,1.12746507e-13
25,1,1.65521794e-14
25,2,5.03339733e-14
25,3,9.05746511e-14
25,4,1.51030813e-13
25,5,2.42855405e-13
25,6,4.41681511e-13
25,7,8.31124950e-13
25,8,1.45060468e-12
25,9,2.40034384e-12
25,10,3.69127752e-12
25,11,5.50664885e-12
25,12,7.86513051e-12
25,13,1.09820972e-11
25,14,1.50790240e-11
25,15,2.02262002e-11
25,16,2.51754257e-11
25,17,2.93960631e-11
25,18,2.00128373e-11
25,19,1.07114447e-11
25,20,4.12173881e-12
25,21,1.37309599e-12
25,22,4.28523188e-13
25,23,1.40656427e-13
25,24,5.42863406e-14
26,1,1.24443148e-14
26,2,2.79733543e-14
26,3,4.43224273e-14
26,4,8.36968638e-14
26,5,1.29781941e-13
26,6,2.42073905e-13
26,7,4.55469568e-13
26,8,8.87465938e-13
26,9,1.66899673e-12
26,10,2.94673562e-12
26,11,4.87739511e-12
26,12,7.55723638e-12
26,13,1.13258188e-11
26,14,1.56040798e-11
26,15,2.11300040e-11
26,16,2.66305911e-11
26,17,3.11561909e-11
26,18,2.20806502e-11
26,19,1.26504016e-11
26,20,5.12635099e-12
26,21,1.87305024e-12
26,22,5.61462363e-13
26,23,1.41736038e-13
26,24,4.62847746e-14
26,25,1.90023343e-14
27,1,5.31640531e-15
27,2,1.94310918e-14
27,3,1.95062425e-14
27,4,5.23360843e-14
27,5,7.93864361e-14
27,6,1.05028641e-13
27,7,1.83635826e-13
27,8,4.14366093e-13
27,9,9.46765750e-13
27,10,1.88971375e-12
27,11,3.43996089e-12
27,12,5.77344238e-12
27,13,9.60583065e-12
27,14,1.50582455e-11
27,15,2.23100654e-11
27,16,3.01158893e-11
27,17,3.68015329e-11
27,18,2.75934938e-11
27,19,1.67920266e-11
27,20,7.62191227e-12
27,21,2.71086338e-12
27,22,9.51301670e-13
27,23,2.84625377e-13
27,24,7.32914477e-14
27,25,3.26504476e-14
27,26,1.30399302e-14
