#--------------------------#
# x [m]  X_O  X_O2_1  X_O2_2  X_O2_3  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.267592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.267992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.268992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.269992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.270992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.271992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.272992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273892071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.273992071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274092071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274192071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274292071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274392071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274492071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274592071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274692071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.274792071222E+00  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
