#--------------------------#
# x [m]  X_O  X_O2_1  X_O2_2  X_O2_3  u [m/s]  Th [K]  rho [kg/m^3]  p [Pa]  nd [1/m^3]  H [J/kg]  Mf
  0.479920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.480920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.481920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.482920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.483920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.484920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.485920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.486920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.487920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.488920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.489920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.490920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.491920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.492920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.493920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.494920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.495920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.496920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.497920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.498920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.499920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.500920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.501920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.502920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.503920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.504920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.505920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.506920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.507920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.508920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.509920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.510920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.511920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.512920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.513920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.514920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.515920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.516920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.517920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.518920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.519920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.520920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.521920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.522920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.523920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.524920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.525920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.526920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.527920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.528920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.529920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.530920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.531920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.532920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.533920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.534920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.535920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.536920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.537920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.538920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.539920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.540920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.541920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.542920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.543920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.544920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.545920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.546920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.547920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.548920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.549920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.550920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.551920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.552920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.553920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.554920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.555920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.556920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.557920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.558920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.559920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.560920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.561920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.562920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.563920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.564920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.565920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.566920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.567920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.568920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.569920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.570920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.571920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.572920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.573920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.574920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.575920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.576920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.577920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.578920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.579920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.580920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.581920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.582920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.583920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.584920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.585920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.586920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.587920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.588920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.589920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.590920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.591920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
  0.592920712221E-01  0.616829904816E+00  0.353727769056E+00  0.284678955833E-01  0.974430544598E-03  0.427319755189E+03  0.521897141525E+04  0.731762088599E-01  0.143486063790E+06  0.199132213382E+25  0.134601083749E+08  0.247623630609E+00
